Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10,Step11,Step12,Step13,Step14,Step15,Step16,Step17,Step18,Step19,Step20,Step21,Step22,Step23,Step24,Step25,Step26,Step27,Step28,Step29,Step30,Step31,Step32,Step33,Step34,Step35,Step36,Step37,Step38,Step39,Step40,Step41,Step42,Step43,Step44,Step45,Step46,Step47,Step48,Step49,Step50
3,8,9,13,17,25,26,31,30,35,36,41,39,38,33,37,42,48,47,46,45,40,22,27,28,24,23,32,49,44,43,29,34,19,18,14,12,7,6,1,0,5,11,10,15,16,21,20,2,4
33,34,29,28,23,17,10,5,0,1,2,3,4,9,14,19,18,13,8,7,12,11,15,20,25,26,27,22,21,38,37,32,31,30,35,40,41,47,48,49,44,39,43,42,46,45,36,6,16,24
24,29,28,33,34,39,38,37,32,42,41,40,35,30,31,36,45,46,47,48,49,44,43,16,21,27,22,23,18,17,12,11,6,2,3,4,9,14,13,8,7,1,5,0,15,10,20,25,26,19
39,34,29,28,23,24,18,8,12,17,22,21,26,27,32,37,38,43,44,49,48,47,42,41,45,46,40,35,30,25,20,16,11,10,1,2,7,6,0,5,15,31,36,33,14,19,4,3,9,13
2,7,12,17,18,23,19,24,29,34,39,38,37,42,41,47,46,45,40,36,35,30,26,21,22,28,33,32,27,14,9,8,10,11,16,15,20,25,31,43,48,49,44,6,1,0,5,13,4,3
17,12,7,6,5,10,15,20,16,25,26,22,27,32,33,37,38,43,48,49,44,39,24,23,18,13,14,9,8,3,2,1,0,11,34,29,28,36,35,31,30,41,42,47,46,45,40,21,4,19
38,39,34,29,33,28,23,18,19,14,9,8,13,12,11,16,21,31,26,27,32,25,30,35,36,40,41,42,37,48,43,44,49,47,46,45,15,20,22,17,10,5,0,1,6,2,3,7,4,24
42,36,41,46,45,40,35,30,25,20,15,16,17,12,13,18,19,14,8,3,2,7,6,5,0,1,10,11,21,22,28,34,39,33,38,43,44,49,48,47,37,32,26,31,27,23,29,24,9,4
6,8,3,9,4,7,12,17,18,13,14,19,24,23,28,33,32,27,38,39,44,34,29,21,16,11,15,20,25,46,45,40,35,31,26,22,36,41,42,43,37,47,48,49,30,0,5,10,2,1
5,6,7,2,3,8,9,4,13,12,11,16,10,15,20,25,26,21,22,17,18,23,24,34,39,44,49,48,47,42,35,30,31,36,37,32,33,38,43,41,46,45,40,27,28,29,19,14,0,1
43,39,44,49,48,47,46,41,36,32,27,26,31,30,25,20,15,21,16,11,13,12,7,8,3,2,6,5,0,1,9,19,14,24,29,23,28,33,38,42,37,34,18,17,22,10,35,40,45,4
38,37,36,35,30,25,20,21,16,13,11,10,15,22,27,32,28,34,29,24,19,18,17,7,12,1,0,5,6,2,3,4,9,14,23,33,44,39,48,49,43,31,42,46,47,41,40,45,26,8
29,33,28,23,19,24,34,39,44,43,42,37,38,32,27,20,16,13,8,9,14,4,3,2,1,0,6,11,10,5,15,21,26,25,30,31,36,35,41,49,48,47,46,45,40,18,12,17,22,7
28,33,38,43,49,48,47,35,30,36,31,26,21,27,32,37,42,41,40,45,46,44,39,34,29,24,19,18,23,17,12,13,8,9,14,7,2,3,4,1,6,11,16,10,5,0,15,20,25,22
49,44,39,38,37,32,31,26,21,16,15,10,20,25,30,35,36,41,46,48,43,42,47,45,40,22,23,27,28,29,34,33,18,19,24,17,12,11,6,1,0,5,7,8,9,14,13,4,3,2
3,2,1,0,6,7,8,13,12,17,11,10,15,21,22,27,32,37,36,31,26,25,30,35,40,46,47,48,43,42,38,39,34,29,24,23,28,33,16,20,41,45,49,44,18,19,14,9,4,5
18,23,28,33,32,27,26,21,16,15,20,25,31,36,37,38,39,44,49,48,43,42,47,46,45,40,35,41,30,22,17,12,6,7,2,3,4,9,8,14,13,19,24,29,34,0,1,5,10,11
5,6,7,2,3,4,9,8,13,12,11,16,17,14,19,24,23,28,33,38,39,44,49,48,47,42,36,37,32,31,30,25,35,40,45,46,41,43,27,22,21,20,15,10,1,0,29,34,18,26
19,18,23,22,17,16,10,7,2,11,6,1,14,9,4,3,8,13,12,0,5,15,20,25,30,31,36,35,40,41,42,43,44,49,48,47,46,45,37,32,26,21,27,28,33,38,39,34,29,24
47,41,46,45,40,35,30,39,38,43,37,32,33,28,23,22,21,26,27,31,36,42,29,34,44,49,48,25,20,15,11,5,10,7,6,0,1,2,13,12,17,18,19,14,9,8,3,4,16,24
31,36,30,35,40,41,46,47,43,44,39,38,37,32,33,34,29,28,27,26,20,25,21,16,15,10,11,6,7,8,13,12,18,17,23,24,19,14,9,3,4,1,2,5,0,22,49,48,42,45
1,0,5,6,12,16,11,10,15,20,26,36,35,31,32,33,34,29,28,7,13,18,19,14,9,4,8,3,2,17,21,25,30,27,22,23,24,39,49,44,43,42,38,37,40,41,46,45,47,48
18,12,7,8,3,4,9,13,14,19,17,22,23,24,28,27,26,31,36,35,40,41,38,29,34,39,44,48,49,43,42,47,46,33,32,37,30,25,20,15,16,11,6,1,0,2,5,10,21,45
44,39,34,33,32,26,31,36,30,25,41,40,45,46,47,48,43,28,23,24,19,17,22,16,21,20,15,11,10,5,0,6,1,2,3,4,9,8,14,7,12,13,18,29,38,27,37,42,49,35
40,35,30,21,15,20,16,11,6,7,8,14,5,0,1,2,3,13,12,17,18,23,22,27,26,31,32,25,36,37,48,43,44,49,47,42,41,46,45,33,28,24,19,34,29,38,39,10,9,4
10,5,11,7,8,9,14,13,12,17,23,28,33,34,38,43,42,47,46,45,41,35,36,37,31,30,25,20,21,16,18,19,24,29,44,39,32,27,22,26,6,1,2,3,4,15,0,48,49,40
23,19,14,9,8,3,2,1,6,7,11,16,17,18,13,12,26,22,21,20,25,10,15,34,33,32,27,31,36,35,30,40,41,46,47,42,43,44,49,48,38,39,29,28,24,37,45,5,0,4
16,17,18,19,24,23,34,33,29,28,32,31,30,35,40,46,41,42,47,43,48,49,44,39,38,37,36,26,21,20,25,27,22,12,7,2,3,4,9,8,13,14,11,6,5,0,1,10,15,45
46,41,47,48,43,42,35,30,31,32,27,26,21,25,16,11,10,15,20,22,23,24,28,33,34,39,38,36,37,29,19,14,8,13,12,17,18,2,1,6,7,3,4,9,5,0,40,45,49,44
11,12,8,7,3,4,9,14,19,18,23,22,16,15,20,25,26,32,37,42,43,44,47,48,49,39,38,33,34,29,28,27,21,31,40,41,46,35,36,30,17,2,1,6,0,5,10,13,24,45
43,48,47,46,41,37,42,35,30,31,26,27,32,36,40,45,33,39,38,44,49,34,29,28,23,22,21,5,6,10,11,16,15,20,25,8,3,2,1,0,7,12,17,18,19,14,9,4,13,24
35,30,31,32,27,22,28,29,44,43,38,33,37,36,41,40,45,46,47,48,49,39,34,24,23,18,13,8,7,12,11,10,15,16,17,21,20,25,26,5,0,1,6,14,9,4,3,2,19,42
42,22,11,10,15,16,21,20,25,26,27,34,33,38,37,32,36,35,40,41,46,47,48,49,44,43,28,29,23,24,19,14,13,18,17,5,0,6,12,7,2,3,4,9,8,1,30,31,39,45
7,12,13,8,9,14,19,18,23,28,32,37,20,16,11,10,15,22,27,26,31,33,38,43,48,47,46,41,42,44,49,39,34,29,24,21,17,30,25,35,45,40,36,5,0,1,2,3,4,6
0,5,10,21,31,32,37,41,42,43,38,39,34,29,28,23,24,19,13,17,18,22,27,26,30,25,20,15,16,11,12,1,2,3,7,6,8,9,4,14,44,49,48,47,46,45,40,35,36,33
25,20,15,16,11,6,0,5,10,21,26,31,36,35,46,41,42,37,38,33,34,29,28,27,32,22,17,12,24,23,18,13,7,2,1,3,8,14,9,4,19,39,43,48,49,44,47,45,40,30
7,3,8,2,6,5,10,16,15,20,25,26,31,32,27,22,18,17,21,11,1,0,12,13,14,19,24,23,28,29,34,33,38,43,44,39,40,35,30,36,41,42,48,49,47,46,45,37,9,4
48,47,46,41,42,36,31,30,25,21,26,32,33,38,37,43,44,49,39,28,29,34,23,24,19,17,12,13,14,9,4,3,8,7,6,2,1,0,5,11,16,15,10,20,22,27,18,35,40,45
36,42,41,40,35,31,26,25,21,15,10,7,2,1,3,4,9,8,13,17,18,23,28,22,27,34,39,44,49,48,47,46,45,38,33,32,37,29,19,14,24,16,11,12,6,5,0,20,30,43
6,1,2,7,11,12,13,9,4,8,3,33,28,27,32,37,38,43,42,41,35,30,25,21,20,15,10,5,0,16,17,22,23,24,29,19,40,45,46,47,48,49,44,39,34,31,36,26,18,14
21,26,31,36,37,41,42,39,44,38,33,24,19,18,17,12,8,13,9,14,4,2,5,6,7,11,10,15,20,25,30,35,40,45,46,47,48,43,49,27,34,29,28,32,23,22,16,1,0,3
24,27,28,33,32,38,39,34,29,23,22,17,6,7,11,10,5,0,1,2,3,4,8,9,14,13,18,12,16,21,20,25,30,35,40,41,46,47,42,36,31,26,37,43,48,44,49,45,19,15
0,1,2,7,13,14,24,19,18,23,28,26,25,31,32,37,27,22,17,12,11,10,5,21,20,15,16,35,36,41,40,45,46,47,42,43,48,49,44,39,38,33,34,29,30,6,3,4,9,8
21,26,28,22,23,24,29,27,32,33,34,39,44,49,48,47,42,37,36,31,25,20,16,15,11,12,17,18,13,14,9,8,3,4,7,6,1,0,5,10,2,19,30,35,40,41,46,45,43,38
43,42,38,32,27,23,24,18,13,8,7,6,1,0,5,10,11,16,21,26,22,28,29,33,34,39,49,44,48,47,46,36,31,30,25,20,15,12,17,14,3,9,4,2,19,41,37,40,35,45
39,49,48,47,46,45,42,43,33,32,31,26,21,17,11,10,15,20,25,30,37,36,35,40,41,38,44,34,28,23,29,24,19,14,9,2,3,1,6,7,8,12,13,18,22,27,16,5,0,4
25,20,21,17,12,13,28,29,24,19,8,2,1,6,10,11,5,0,7,3,4,9,18,23,22,31,30,35,36,41,46,47,45,40,42,43,38,39,44,49,48,33,32,26,27,14,16,15,37,34
15,11,12,8,9,4,3,0,5,6,7,13,14,24,23,22,17,16,21,26,31,32,37,41,40,35,36,33,38,48,43,42,47,46,45,25,20,30,27,18,19,34,39,44,49,28,29,10,2,1
10,15,11,16,17,12,13,14,8,3,4,9,19,18,23,24,29,33,34,39,38,43,44,49,47,48,41,40,35,30,36,37,28,27,22,21,20,25,31,32,26,7,6,5,0,1,2,46,45,42
2,1,0,5,6,11,15,16,12,13,7,8,9,4,3,18,23,28,27,32,22,17,21,20,26,31,36,40,35,30,25,34,39,44,48,47,46,45,41,42,37,38,43,33,29,24,19,14,10,49
40,37,38,43,47,46,45,41,35,31,26,27,32,33,34,29,24,19,18,17,22,16,15,21,20,25,30,36,42,48,49,44,39,11,10,5,0,1,2,3,8,14,9,4,7,6,12,13,23,28
20,15,10,11,12,7,2,1,6,5,0,13,9,4,3,8,14,19,24,23,18,17,22,21,26,27,32,37,41,46,45,40,35,36,31,30,25,16,28,34,33,38,39,48,44,49,43,42,47,29
35,32,31,26,27,28,34,44,43,49,48,47,42,38,39,37,36,40,45,46,41,30,25,21,22,23,24,19,14,18,13,12,17,16,11,10,5,6,7,8,2,3,4,9,1,0,20,15,33,29
13,12,11,17,18,23,22,16,26,31,30,25,20,15,10,5,6,7,2,3,8,9,4,14,19,28,29,24,34,38,32,27,39,44,49,48,43,47,46,42,37,36,35,40,41,45,33,21,0,1
1,6,11,12,17,18,23,24,33,38,39,34,29,16,15,21,22,26,27,32,37,36,31,30,35,40,45,46,47,42,48,49,43,44,25,20,10,8,9,14,19,28,13,7,0,5,2,3,4,41
8,13,12,11,6,2,3,4,14,7,1,0,5,10,15,20,39,43,44,49,48,47,46,45,40,36,37,38,33,29,24,22,28,27,32,26,25,30,31,35,41,42,34,23,18,17,16,21,19,9
41,46,47,48,43,44,38,32,27,28,22,17,16,11,10,15,20,25,26,30,35,37,42,45,40,36,31,21,23,18,19,14,9,4,3,8,7,2,1,0,5,6,12,13,24,39,33,34,29,49
25,31,36,41,35,40,45,46,48,43,38,39,34,28,23,24,14,13,9,8,7,12,11,6,5,1,0,21,17,18,19,33,27,16,15,10,20,26,22,32,37,42,47,49,44,29,2,3,4,30
49,47,48,44,43,38,33,39,34,29,24,19,18,23,28,27,26,21,20,15,16,11,5,2,1,12,13,4,9,14,3,8,7,6,10,0,17,22,32,31,36,37,42,41,46,40,30,25,35,45
41,36,37,42,43,48,47,46,45,40,35,30,25,26,20,15,24,29,23,28,27,32,38,44,39,34,33,31,21,22,16,11,12,13,18,1,7,8,3,2,5,6,0,10,17,19,14,9,4,49
7,12,13,19,29,28,27,33,32,37,36,42,43,48,40,35,30,31,26,21,22,2,3,8,18,23,17,16,10,11,6,5,0,1,9,4,14,24,34,39,44,49,47,46,45,41,38,25,20,15
29,24,19,14,9,3,8,13,18,17,12,7,2,6,5,0,1,11,16,21,22,27,26,25,30,31,36,35,40,41,46,47,48,43,44,39,33,34,28,23,10,15,20,32,37,42,49,38,45,4
12,7,2,17,16,11,21,22,27,26,31,36,41,43,44,38,34,39,28,29,24,23,19,14,9,8,13,18,1,6,5,0,10,15,20,25,30,35,40,45,46,42,47,37,32,33,49,48,4,3
12,13,17,22,27,32,28,34,38,37,42,41,47,48,49,44,43,39,33,23,18,19,24,29,15,16,21,20,25,26,31,30,35,36,40,45,46,7,8,3,2,1,0,6,11,10,5,9,4,14
33,32,31,26,25,30,35,40,41,42,43,38,39,34,29,24,19,14,13,8,9,4,3,7,12,11,6,1,2,0,5,10,15,17,16,20,21,27,23,18,22,36,37,46,45,49,48,47,44,28
22,21,16,17,12,6,1,2,3,4,9,14,13,18,28,33,38,43,49,48,47,46,41,40,35,36,31,37,42,32,27,34,29,24,19,23,0,5,25,20,15,11,7,8,10,26,30,45,44,39
5,6,7,8,3,4,9,13,14,18,20,15,16,21,17,22,23,32,31,26,25,30,35,36,41,46,40,45,47,48,49,43,44,37,38,39,34,29,28,27,33,24,19,12,2,1,0,10,11,42
9,4,3,8,7,12,10,15,20,25,26,30,35,32,37,42,43,47,46,41,40,45,36,31,39,38,33,28,29,34,23,18,13,6,1,0,5,11,16,21,22,17,19,24,14,2,27,49,48,44
4,9,14,13,18,19,23,22,21,17,12,7,2,6,1,0,5,10,11,15,20,25,30,35,36,41,46,45,40,47,42,43,38,37,32,33,34,39,44,49,48,27,26,31,16,29,28,24,8,3
30,36,41,46,45,40,35,26,25,20,16,17,23,24,19,14,13,18,8,3,6,5,10,11,15,21,34,39,44,43,42,48,37,38,33,32,31,22,27,28,29,49,47,12,7,1,0,2,9,4
26,32,42,43,38,33,28,29,34,39,44,49,48,47,41,36,37,31,30,25,20,21,22,27,18,24,23,17,19,14,13,12,11,16,15,10,5,0,1,6,7,2,3,8,9,4,35,40,45,46
3,1,0,5,6,11,17,18,19,14,9,4,13,8,12,7,2,10,15,16,21,26,25,20,33,28,27,22,23,24,29,34,39,38,42,37,32,31,30,35,40,41,36,43,44,49,48,47,46,45
23,17,12,11,15,10,5,0,1,6,2,3,4,9,14,19,28,33,34,41,36,31,30,25,26,27,22,21,20,16,7,8,13,18,24,29,39,38,43,42,37,32,46,47,48,49,44,35,40,45
49,48,43,44,38,39,34,29,28,27,32,33,36,31,40,35,30,26,25,20,15,11,12,17,13,9,14,19,18,23,24,22,21,7,2,1,6,0,5,10,16,8,3,4,37,42,47,41,45,46
9,8,13,19,24,29,28,18,17,12,1,2,7,0,5,6,11,10,16,15,21,20,25,31,32,33,34,39,38,43,48,42,41,36,35,40,30,26,27,23,22,14,4,3,46,45,37,47,49,44
40,45,41,42,47,48,49,44,39,38,37,36,31,32,27,25,26,30,35,46,43,33,34,29,23,18,19,24,28,13,8,14,9,4,3,2,1,0,5,10,16,17,22,21,20,15,11,12,7,6
17,12,11,16,10,15,20,25,35,30,26,32,31,42,43,49,48,47,46,41,40,45,36,37,38,44,39,34,33,28,23,24,29,19,18,13,7,6,5,0,1,2,3,4,9,8,14,21,22,27
3,9,8,7,12,13,18,17,16,11,6,5,0,10,15,21,27,28,32,37,42,47,45,40,35,30,31,36,41,46,43,48,49,44,39,38,33,29,34,24,23,19,14,25,26,22,20,1,2,4
18,17,12,3,9,14,24,23,28,22,21,16,11,10,5,0,1,2,7,8,13,6,20,25,30,35,41,42,37,36,31,26,32,33,27,29,34,39,38,43,44,49,48,47,46,45,40,19,4,15
30,20,21,32,37,36,35,45,46,41,40,31,26,25,23,27,33,28,29,24,19,18,14,9,4,13,8,3,7,6,11,16,17,22,15,10,5,0,1,2,12,38,39,34,44,43,42,47,48,49
17,22,21,20,15,16,11,7,2,1,5,10,6,0,25,30,35,36,31,32,37,38,33,39,34,28,27,26,44,49,48,43,42,47,41,46,45,40,23,18,13,12,8,9,4,3,14,19,24,29
7,3,2,1,5,6,0,17,16,21,22,28,33,38,39,34,29,24,23,18,13,12,11,10,15,20,36,41,46,42,43,48,49,44,32,31,35,30,26,25,27,40,45,47,37,19,14,9,8,4
47,48,49,44,43,42,37,32,27,22,21,26,31,25,15,10,11,12,17,16,20,30,35,36,41,40,45,46,38,39,29,28,24,23,18,13,3,4,9,14,19,8,7,2,6,5,0,1,33,34
0,6,7,8,18,17,16,15,10,11,5,1,2,4,3,13,12,22,23,28,33,32,37,43,38,39,44,49,48,47,46,45,40,41,36,35,30,25,31,26,27,21,20,19,24,29,34,42,14,9
5,11,16,15,20,25,26,18,13,17,12,7,8,3,4,9,14,28,22,31,27,23,24,29,33,38,37,36,42,43,48,49,44,39,34,32,21,6,1,2,0,10,19,30,35,46,47,41,40,45
27,32,37,31,30,35,36,41,42,47,48,49,44,39,38,43,33,34,28,24,19,14,13,12,9,8,3,7,11,1,2,6,0,10,15,20,25,21,18,23,22,17,16,26,45,46,40,29,4,5
9,4,3,8,12,7,10,5,0,1,11,17,23,24,28,33,34,39,44,49,48,47,43,42,36,35,40,46,41,45,30,31,32,38,27,22,21,20,25,26,15,16,6,2,29,18,13,14,19,37
15,10,11,16,17,13,8,3,4,9,14,18,29,28,23,22,26,27,32,37,36,41,42,46,47,48,49,44,38,39,33,34,24,19,12,7,2,5,6,0,1,25,20,21,31,30,35,45,40,43
5,0,1,2,8,9,4,3,7,6,10,15,20,21,26,25,31,35,36,37,42,46,45,41,47,48,43,38,33,34,39,44,49,19,23,18,13,17,12,11,16,22,27,28,29,24,14,30,40,32
31,36,37,24,18,19,9,8,14,13,12,17,22,16,11,10,15,2,3,4,7,6,5,1,0,21,26,25,30,40,41,42,48,43,44,49,46,47,33,28,23,20,27,32,38,34,39,29,35,45
11,12,13,8,7,1,6,5,10,15,16,21,26,28,23,22,17,18,24,19,14,4,3,2,0,20,25,30,35,31,32,37,40,41,46,42,36,27,33,38,34,29,39,44,43,49,48,47,45,9
0,1,2,7,3,8,9,4,13,14,19,23,28,33,29,34,39,42,47,48,43,44,49,41,36,37,32,31,26,21,20,25,30,35,40,45,46,38,27,22,18,17,16,11,6,5,10,15,12,24
38,37,32,31,36,41,42,43,44,49,48,47,46,45,40,35,30,25,26,22,17,18,19,24,13,8,3,2,7,1,6,10,11,12,4,9,14,23,28,33,34,29,39,21,20,15,27,16,5,0
3,2,7,8,9,4,14,19,24,23,27,25,21,26,31,32,33,28,29,34,39,38,37,36,43,44,49,48,47,46,45,42,41,40,35,30,20,15,10,5,6,1,0,16,17,12,11,18,13,22
33,28,23,19,13,7,2,3,4,9,8,12,11,16,15,25,35,40,46,45,41,36,32,31,30,26,21,20,5,10,6,1,0,27,22,17,18,24,29,34,39,44,49,48,47,37,42,38,43,14
21,22,27,26,36,40,45,46,41,42,47,44,39,34,33,15,16,10,11,12,7,6,1,0,5,25,20,30,31,32,37,38,43,48,49,29,24,19,18,23,28,14,9,4,3,2,8,13,17,35
41,46,47,42,44,39,34,33,32,27,31,26,21,20,15,10,5,0,1,6,7,18,17,13,8,3,4,9,14,19,24,29,28,22,16,11,12,23,37,36,35,40,45,30,25,38,43,48,49,2
45,40,41,42,43,44,39,38,33,37,36,35,30,25,20,21,23,22,27,26,31,32,28,29,34,24,19,18,17,12,7,6,11,10,5,0,1,13,8,4,9,14,3,2,16,15,47,48,49,46
25,26,27,30,35,41,37,32,31,36,47,42,38,39,44,49,48,43,33,34,29,28,23,24,19,18,13,14,9,3,4,8,7,12,17,22,16,15,21,20,10,5,1,2,6,0,11,40,45,46
5,10,16,11,17,22,27,28,23,29,34,32,33,38,39,44,49,43,47,48,42,41,40,45,46,30,36,37,31,35,25,20,21,26,12,13,18,19,24,14,9,8,7,2,1,0,15,6,3,4
42,43,48,49,44,39,38,37,40,45,41,36,35,30,26,25,20,21,16,17,22,27,28,23,18,19,24,29,34,33,32,31,8,13,12,7,2,3,4,9,14,10,6,5,0,1,11,15,46,47
24,34,28,23,22,27,37,33,32,38,39,44,43,42,40,41,36,31,25,26,30,35,45,46,47,48,49,16,15,10,11,12,13,8,3,2,7,5,6,0,1,17,18,19,14,9,4,29,20,21
30,25,16,15,20,21,22,27,32,31,36,37,41,46,45,40,35,42,43,38,28,33,34,44,39,49,48,47,5,0,1,2,7,6,11,18,19,14,9,4,3,8,12,13,17,23,24,29,26,10
23,28,34,33,32,27,22,18,13,8,6,5,11,12,14,19,24,29,38,39,44,49,48,47,46,45,41,35,30,31,26,21,20,25,15,10,16,17,7,2,1,0,3,4,9,40,36,37,42,43
44,34,38,37,31,26,27,22,12,11,7,8,13,14,9,4,2,1,0,5,6,10,17,18,19,24,29,28,32,33,43,48,47,42,41,36,30,35,40,45,46,49,39,20,21,16,15,23,25,3
7,12,17,22,21,26,27,16,11,10,5,6,1,2,0,24,23,18,19,14,9,3,4,8,13,28,29,33,34,39,44,43,48,47,46,41,38,37,32,31,30,25,20,15,45,40,42,36,35,49
44,49,38,33,28,29,34,39,43,45,46,47,48,42,41,40,35,31,32,26,21,16,22,17,12,13,8,7,4,9,3,2,6,11,10,15,20,25,30,36,27,23,19,18,24,14,1,0,5,37
48,44,49,43,39,38,33,28,29,23,22,17,12,11,6,5,1,7,13,18,19,14,9,8,3,4,2,0,10,15,20,26,32,27,31,35,36,37,42,41,47,46,45,40,30,25,21,16,24,34
24,23,22,27,28,29,34,49,44,39,38,33,37,36,40,41,35,30,31,26,21,16,15,10,5,0,6,1,8,7,12,13,19,14,9,3,4,2,11,17,18,25,20,32,43,42,47,46,45,48
7,3,2,1,6,11,12,17,21,20,25,30,27,22,28,33,38,37,36,31,26,32,35,40,45,46,41,42,43,44,49,48,47,34,24,23,18,19,14,13,8,9,4,29,39,10,5,0,15,16
20,15,10,11,12,17,18,19,24,23,28,29,34,39,38,43,49,48,47,42,37,31,32,27,21,26,35,30,25,40,46,45,41,36,33,44,14,9,8,7,2,3,4,0,6,5,1,13,22,16
2,1,7,6,11,21,22,17,16,15,20,25,30,35,40,45,46,41,36,37,32,31,26,27,28,29,23,18,3,9,8,14,19,24,33,34,38,39,44,43,42,47,48,49,13,12,5,10,0,4
30,35,40,41,42,38,37,36,32,21,16,20,25,26,31,27,28,24,19,14,13,12,7,2,1,0,5,10,11,6,8,9,3,4,18,17,23,22,29,34,39,44,43,49,48,47,46,45,33,15
9,8,3,1,6,11,12,13,14,19,18,22,27,32,31,36,41,46,47,42,37,33,34,29,24,23,28,38,39,44,43,48,49,45,40,35,30,25,20,21,26,16,17,15,10,5,0,7,2,4
3,8,13,12,17,23,22,26,21,15,20,25,30,31,37,42,47,48,43,38,39,34,29,24,19,18,14,9,4,2,1,6,11,10,5,0,7,16,27,28,33,32,36,41,46,45,40,35,44,49
6,1,2,7,18,13,19,17,22,23,28,33,34,29,24,27,26,31,32,42,47,46,45,40,41,35,36,48,49,44,43,38,39,37,30,25,20,21,11,16,15,10,0,5,12,8,9,14,4,3
48,47,42,37,38,43,49,44,39,33,32,31,36,35,30,26,5,6,1,2,7,8,13,14,19,18,23,22,16,21,15,20,25,40,45,46,41,24,29,34,28,27,17,12,11,10,0,3,4,9
47,46,41,40,45,48,49,44,39,43,38,37,32,33,34,29,28,27,26,31,25,30,35,36,42,21,16,15,20,10,6,11,17,23,22,18,13,12,7,3,2,1,5,0,8,4,9,14,19,24
6,7,8,13,18,17,22,27,33,32,37,38,39,34,49,44,43,48,47,41,42,45,40,35,31,36,30,25,20,15,10,11,16,21,26,29,24,23,28,19,14,9,4,3,2,1,0,5,12,46
19,13,15,10,11,12,17,23,29,28,27,22,21,25,20,16,24,32,31,0,1,6,7,2,3,4,9,14,8,18,48,47,46,41,36,35,30,26,37,38,33,34,39,44,49,43,42,40,45,5
42,41,40,35,30,26,31,36,37,32,34,29,28,27,22,15,11,12,9,4,8,3,2,7,13,18,17,16,10,5,1,6,0,23,24,19,14,20,21,25,44,49,38,39,43,48,47,46,45,33
4,9,19,23,22,27,32,33,34,39,38,49,44,43,48,47,46,40,41,42,37,36,31,30,35,26,25,20,16,17,15,10,5,6,11,12,13,29,24,28,21,18,14,7,8,3,2,0,1,45
15,10,11,16,17,18,23,28,29,34,39,38,42,47,48,43,44,49,37,36,31,26,27,22,21,20,25,30,35,40,41,46,45,33,32,24,19,14,13,12,7,2,1,0,5,6,8,9,4,3
27,21,16,17,18,22,28,32,25,20,15,10,5,1,2,0,7,6,11,12,13,14,9,4,3,8,19,24,29,34,39,44,49,48,43,38,37,33,31,36,41,45,46,47,42,35,40,30,26,23
30,25,26,27,32,28,23,19,24,17,16,10,11,1,2,3,8,9,14,13,18,7,12,21,22,5,6,0,15,20,35,40,41,37,36,33,34,39,44,49,48,47,42,38,43,45,46,31,29,4
49,44,43,42,38,33,34,39,37,36,41,40,35,30,25,26,21,20,15,16,17,12,10,5,0,6,1,2,8,3,4,9,13,18,23,28,27,22,11,7,14,19,24,29,31,32,47,46,45,48
41,45,40,26,21,17,18,23,27,22,11,15,10,5,1,6,0,7,3,4,9,14,13,12,16,8,19,24,29,34,39,28,33,38,37,36,31,30,35,25,20,32,43,48,47,46,42,49,44,2
9,14,13,12,7,2,3,4,16,11,10,15,21,26,27,32,37,31,36,35,30,25,20,17,18,23,22,28,29,24,19,8,6,1,0,5,34,39,38,43,44,49,47,48,42,41,40,45,46,33
10,11,13,14,3,4,2,7,8,9,38,39,33,32,26,21,16,15,20,25,30,35,46,45,47,42,24,29,28,34,31,27,22,23,18,17,12,6,1,0,5,19,37,36,41,40,43,44,48,49
12,7,8,9,4,3,2,1,0,5,6,17,18,23,24,19,14,13,22,21,20,25,30,35,36,40,45,46,47,48,43,42,41,32,27,28,33,34,29,31,26,16,15,10,11,37,38,39,44,49
9,19,14,13,8,12,7,6,1,0,5,11,16,21,20,25,15,10,18,17,22,23,26,31,36,35,30,40,41,47,46,48,44,43,49,39,38,33,28,27,32,37,42,45,29,34,24,2,3,4
0,5,6,12,11,16,9,8,13,14,19,18,24,29,34,33,37,36,31,35,40,45,46,47,48,49,44,43,38,32,22,21,26,23,28,17,27,25,30,20,15,10,1,2,7,3,4,41,42,39
1,5,10,11,15,20,21,16,3,2,7,4,9,14,19,18,12,13,8,22,23,24,28,33,29,34,39,38,43,44,49,48,47,42,41,36,35,40,45,46,32,31,26,27,30,25,37,17,6,0
38,37,42,47,46,41,36,31,30,35,40,45,43,48,44,49,39,34,33,32,26,25,21,27,23,28,29,24,19,22,17,18,13,12,7,6,1,2,3,4,9,8,5,10,11,16,20,15,14,0
14,18,23,19,33,44,49,48,47,43,42,41,46,40,35,36,31,26,27,21,16,11,1,2,3,13,9,4,8,7,6,5,0,10,15,20,25,30,37,38,39,34,29,24,28,32,22,17,12,45
13,12,17,18,23,28,29,24,19,14,9,8,7,11,15,16,20,25,31,36,42,37,32,33,34,39,38,43,44,49,48,47,46,45,40,41,35,30,21,22,27,26,10,5,6,0,1,2,3,4
13,17,16,21,22,27,28,34,33,32,31,35,30,26,25,20,15,10,11,5,0,1,2,8,7,6,12,14,18,19,24,29,23,44,38,37,36,41,43,42,47,40,45,46,48,49,39,4,9,3
13,18,28,27,26,25,30,31,36,41,35,40,42,46,45,32,37,38,39,44,49,43,48,47,34,29,24,22,21,11,16,17,12,7,2,1,0,5,6,15,20,10,8,19,23,9,14,4,3,33
