Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Step10,Step11,Step12,Step13,Step14,Step15,Step16,Step17,Step18,Step19,Step20,Step21,Step22,Step23,Step24,Step25,Step26,Step27,Step28,Step29,Step30,Step31,Step32,Step33,Step34,Step35,Step36,Step37,Step38,Step39,Step40,Step41,Step42,Step43,Step44,Step45,Step46,Step47,Step48,Step49,Step50
3,4,9,14,19,24,34,33,38,39,44,43,42,37,36,30,31,32,27,22,23,28,29,13,12,7,2,1,0,5,6,11,17,15,20,25,26,21,16,10,8,18,41,45,40,35,46,47,48,49
36,26,21,16,15,10,5,0,1,6,2,3,7,8,9,4,14,24,23,18,17,22,27,32,37,42,43,47,46,41,40,35,30,31,33,34,39,44,49,48,45,25,20,12,13,19,29,28,38,11
9,14,13,18,23,29,34,33,28,27,32,42,41,36,31,35,40,45,46,47,49,48,43,38,37,30,25,20,21,16,17,22,39,44,24,19,3,2,7,12,6,1,5,0,11,10,15,26,8,4
20,15,16,11,10,6,7,8,2,1,0,5,12,18,19,14,9,4,3,13,17,26,21,22,23,28,33,36,37,31,32,38,39,34,29,24,27,30,35,40,41,46,47,44,43,48,49,42,45,25
0,5,10,16,11,6,7,12,13,19,24,23,18,17,22,21,26,25,30,31,32,33,39,38,43,42,47,48,49,44,34,29,28,27,36,41,40,35,37,46,45,15,20,1,2,3,8,9,4,14
12,9,14,19,24,29,28,23,17,22,21,26,30,35,40,45,46,47,48,43,38,33,27,32,20,15,16,11,10,5,0,1,2,8,3,4,13,18,34,39,44,37,31,25,36,41,42,49,7,6
33,34,44,49,48,47,41,40,35,25,20,22,23,24,19,14,8,13,12,17,16,15,10,5,6,11,7,2,3,4,9,27,28,32,38,37,36,31,26,21,29,18,0,1,45,46,42,43,39,30
19,13,14,9,4,3,2,7,8,6,5,10,11,12,17,23,28,27,29,24,37,42,41,46,45,40,35,30,25,18,22,21,20,15,16,33,38,39,34,32,31,26,36,43,44,48,47,49,1,0
45,46,47,48,49,44,39,43,23,28,29,24,19,14,9,3,8,13,12,17,16,21,15,20,25,30,36,35,40,41,42,38,37,32,22,26,31,27,33,34,18,5,11,6,1,2,7,10,0,4
6,7,16,11,12,2,3,8,14,19,18,17,5,10,15,20,25,21,26,31,32,37,35,30,36,41,42,47,48,49,44,43,34,23,13,9,4,46,45,40,38,39,29,28,33,27,22,24,1,0
15,10,11,12,16,21,22,23,19,18,24,29,34,33,27,28,17,13,7,6,5,0,1,2,4,3,8,9,14,32,37,36,35,40,41,42,43,44,39,38,30,31,26,20,25,46,47,48,49,45
41,42,36,37,38,33,34,39,44,43,48,47,46,45,40,35,30,20,21,26,25,28,29,24,23,18,17,0,1,6,2,7,8,9,4,3,13,12,11,16,10,5,15,14,19,32,27,22,31,49
21,16,17,22,27,26,31,30,36,35,40,46,45,41,42,47,48,49,43,38,39,44,34,29,24,23,28,33,32,37,25,20,15,11,10,5,6,7,12,13,8,3,4,9,14,19,18,0,2,1
37,38,39,33,28,29,34,32,36,41,42,48,43,44,49,22,20,25,27,19,23,18,17,16,15,11,10,5,1,0,6,7,3,4,9,8,14,13,12,2,24,31,26,21,35,40,45,46,47,30
34,29,28,24,23,18,17,12,11,15,16,21,26,31,25,20,10,5,0,1,6,2,3,4,9,19,14,13,7,8,27,22,32,33,38,43,42,37,41,36,35,40,45,46,47,48,49,44,39,30
33,39,34,28,29,24,19,18,13,12,7,8,3,2,1,6,10,11,16,17,22,21,26,27,32,36,31,30,25,15,20,9,14,4,5,0,23,37,38,43,44,49,48,42,41,40,35,46,47,45
41,36,31,32,27,22,23,18,19,14,12,6,10,15,5,0,1,2,3,8,7,11,16,21,26,25,35,30,37,38,49,48,44,42,43,47,46,45,40,29,24,34,33,39,28,20,17,13,9,4
31,30,25,20,21,22,27,32,36,40,45,35,38,43,39,33,37,42,48,49,44,47,41,46,12,7,6,1,11,17,18,13,14,19,24,23,28,29,34,26,16,15,10,5,0,2,3,4,9,8
34,33,38,37,36,35,30,31,26,27,22,21,24,23,28,29,19,18,17,8,13,14,9,4,3,2,7,12,11,10,15,20,32,25,16,6,5,0,1,41,46,45,47,48,44,39,49,42,43,40
15,16,21,25,26,9,14,13,18,23,19,24,32,31,36,37,38,39,34,33,28,29,20,30,35,40,45,46,42,48,43,44,49,47,41,27,22,17,11,12,7,6,5,0,10,4,3,2,8,1
34,39,33,29,28,18,22,21,23,17,12,7,13,14,19,24,27,26,32,31,30,35,40,41,46,47,42,36,37,43,44,49,48,38,25,20,6,11,10,15,16,0,5,1,2,8,3,9,4,45
14,19,18,22,23,21,20,25,26,27,32,29,24,28,17,16,15,7,2,3,8,4,9,13,12,11,10,6,1,0,5,30,35,40,41,36,31,37,38,42,47,34,39,43,48,44,49,45,46,33
3,2,8,7,6,1,0,5,10,15,20,21,22,28,24,23,18,13,12,17,16,11,19,14,9,4,39,38,37,32,31,30,36,40,45,41,43,44,49,47,46,42,48,34,33,26,25,27,35,29
4,3,2,1,6,8,9,14,19,23,22,28,29,24,18,13,12,11,17,16,15,10,5,0,7,27,30,35,40,41,33,32,31,20,26,25,21,36,42,47,46,48,49,44,39,38,37,43,34,45
22,27,28,23,14,9,4,3,8,7,2,1,0,5,10,11,17,18,13,24,19,29,33,32,37,42,41,35,40,45,46,47,48,49,44,39,34,38,43,36,31,26,21,16,15,20,25,30,6,12
37,42,47,48,43,38,39,44,49,34,29,24,19,14,9,4,3,7,6,1,0,10,15,16,21,22,26,25,31,32,27,28,33,12,13,18,17,23,8,2,5,11,20,30,35,36,40,41,46,45
44,39,38,31,30,35,40,45,46,41,36,26,21,16,10,5,6,7,3,8,4,9,14,13,17,12,18,19,24,29,34,33,28,27,32,37,43,48,42,47,49,23,22,15,20,25,11,1,0,2
38,43,42,41,46,45,40,36,37,31,26,22,23,18,19,14,13,8,9,4,3,7,2,1,0,5,10,16,17,12,11,6,15,21,20,25,30,35,32,28,29,24,34,39,44,49,48,47,33,27
35,40,45,38,42,41,36,31,26,21,15,10,11,12,16,17,13,8,18,23,24,29,34,33,32,27,28,22,6,2,7,1,0,5,20,25,30,37,43,49,44,39,48,46,47,19,14,9,3,4
48,49,44,38,43,42,41,36,35,40,37,32,27,28,33,34,29,24,19,18,17,16,11,6,1,2,7,8,13,12,10,5,0,3,9,4,14,23,22,26,31,25,30,20,15,21,45,46,47,39
23,17,12,5,1,2,11,15,16,21,26,31,37,38,43,44,49,48,47,46,45,40,41,36,35,30,25,20,32,27,29,24,19,18,13,14,9,4,3,8,7,6,0,10,22,28,33,34,39,42
11,6,12,13,14,19,18,23,28,33,38,37,36,41,42,43,32,31,26,27,24,29,34,39,44,49,48,47,46,45,40,35,30,25,20,15,16,17,22,21,5,0,1,7,2,3,8,9,4,10
45,40,35,36,31,26,25,20,15,16,5,6,7,8,3,2,1,0,10,11,12,13,14,19,23,24,29,34,33,32,37,42,41,47,46,49,44,43,39,38,28,27,22,17,18,9,4,48,21,30
2,7,12,11,8,9,14,19,18,23,17,22,21,15,10,5,0,1,6,16,20,25,28,29,24,13,4,3,42,41,36,31,37,32,33,38,34,39,44,43,48,47,46,45,40,35,30,26,27,49
40,46,45,41,37,38,33,34,24,29,28,23,18,19,14,13,7,8,1,0,5,10,16,15,20,21,22,27,26,25,30,36,31,32,42,47,48,49,44,43,39,17,12,11,6,2,3,4,9,35
24,23,27,33,28,30,35,40,45,46,41,36,31,32,26,21,15,10,6,5,0,1,3,2,7,8,4,9,14,19,18,17,12,11,16,22,34,29,38,43,48,44,39,37,42,47,49,20,25,13
3,4,9,14,8,7,12,17,18,23,28,33,27,21,16,11,10,5,0,1,2,29,34,38,43,49,39,44,19,13,15,20,25,26,31,32,37,36,41,46,45,40,35,30,22,6,24,42,47,48
42,47,48,43,44,49,38,37,33,28,29,34,39,23,22,21,15,16,11,7,8,3,2,6,5,0,1,12,17,18,19,14,9,4,13,27,26,25,30,31,36,35,40,46,45,41,32,24,20,10
41,40,36,35,32,33,34,38,42,43,39,44,37,48,47,46,45,31,27,26,25,20,21,17,16,23,22,18,12,11,6,1,0,5,10,15,7,2,3,9,8,13,14,19,24,28,29,49,30,4
46,45,40,36,30,31,37,32,38,43,44,39,34,33,28,27,22,23,19,24,29,18,14,13,17,12,2,3,4,9,8,7,10,11,15,20,21,26,25,35,41,42,47,48,49,16,5,0,1,6
28,23,17,15,20,25,31,26,21,27,32,38,33,34,29,24,19,14,9,3,8,6,5,0,1,2,7,13,18,22,16,12,11,10,30,35,40,45,46,47,42,41,36,37,43,48,49,44,39,4
20,21,22,17,18,13,14,9,8,3,4,2,1,6,7,12,11,5,10,15,16,23,28,33,38,32,27,26,25,30,35,36,31,41,42,47,48,43,44,39,34,29,24,19,0,37,46,45,40,49
31,30,25,20,26,27,21,16,17,22,23,28,33,32,48,43,42,37,36,35,41,46,45,40,39,44,49,47,38,34,29,24,18,19,14,9,13,12,7,1,0,6,10,11,5,15,8,3,2,4
43,42,37,38,39,44,48,49,29,28,23,22,17,12,8,9,13,14,18,16,11,15,10,5,6,1,2,4,3,7,20,25,26,21,30,35,36,41,40,45,46,47,32,33,34,27,31,24,19,0
22,27,31,36,37,38,39,44,49,48,47,42,43,41,40,35,26,21,16,17,12,11,6,1,0,5,10,15,18,19,14,8,13,9,4,3,2,7,20,25,30,28,33,34,29,24,23,32,45,46
36,41,40,46,45,44,49,43,48,47,42,37,32,33,29,28,27,26,31,30,25,20,22,17,16,12,11,10,15,21,18,13,14,9,4,3,0,1,6,5,7,2,8,19,24,23,38,39,34,35
29,33,36,37,42,43,47,41,46,45,40,35,30,25,26,21,20,16,15,10,5,0,1,7,2,3,8,9,13,14,19,18,23,24,28,27,32,31,22,17,12,11,6,4,34,39,44,49,48,38
19,18,17,22,16,15,20,21,26,25,30,35,45,40,41,37,36,32,33,38,39,49,44,43,48,47,46,42,28,23,24,29,34,27,31,6,0,5,7,12,11,10,13,14,9,8,3,4,2,1
43,37,32,33,38,39,44,49,48,47,41,46,40,35,36,31,30,25,20,12,11,5,10,16,15,6,7,13,18,23,24,19,14,9,8,3,2,1,0,17,22,21,26,27,28,29,34,42,45,4
10,5,0,6,11,12,17,16,15,20,25,26,21,22,27,28,33,38,43,44,48,47,41,46,45,40,35,36,37,42,32,31,30,49,39,34,29,24,23,18,19,14,13,8,3,2,1,7,4,9
0,1,10,11,6,12,16,21,22,27,31,32,36,45,40,35,26,25,20,15,5,7,2,3,4,9,8,13,14,19,23,24,28,48,49,44,43,38,37,42,46,47,41,33,34,39,29,18,17,30
33,34,29,23,19,18,14,13,8,12,7,3,2,6,5,0,1,11,16,17,22,21,26,30,35,36,31,25,20,39,44,43,38,42,46,41,37,32,27,28,24,9,4,15,10,47,49,48,40,45
11,17,12,13,14,9,4,3,2,7,8,6,0,1,5,10,20,25,26,31,27,22,23,18,19,24,29,34,33,32,37,42,46,47,48,43,44,38,39,28,21,16,15,35,36,41,40,45,30,49
13,18,22,26,31,36,37,32,33,28,24,19,14,17,11,5,10,15,20,25,30,35,41,42,47,48,43,39,44,49,45,40,46,38,34,29,23,21,16,7,6,0,1,2,3,4,9,8,12,27
22,17,18,23,28,27,21,20,25,26,31,37,38,33,36,41,42,47,48,43,44,49,39,34,24,29,14,9,4,8,7,2,1,0,5,10,11,16,15,12,6,3,13,19,35,40,45,46,32,30
21,10,11,12,7,8,3,6,5,0,1,2,15,16,17,22,28,27,26,31,32,33,38,42,41,40,35,30,25,20,36,37,43,48,49,44,39,34,29,24,19,18,23,13,14,9,4,46,47,45
45,40,41,36,32,37,30,31,34,29,28,22,23,19,14,13,12,10,5,6,7,2,3,4,9,8,17,18,24,33,38,39,44,43,42,48,49,47,46,35,26,25,20,21,27,11,16,15,0,1
39,34,23,28,29,24,18,19,14,9,8,3,2,7,6,5,10,11,17,16,15,20,25,26,45,46,42,47,48,43,44,49,37,32,31,36,41,40,35,30,21,22,27,38,33,4,13,12,1,0
4,3,2,1,6,5,10,16,15,20,25,21,22,23,17,18,12,7,8,9,14,13,19,27,32,36,35,40,45,46,47,37,38,33,28,29,34,39,48,49,44,43,42,41,26,31,30,11,0,24
12,13,8,3,4,9,18,23,28,33,38,39,44,43,42,36,31,26,25,20,16,22,27,32,37,41,48,47,46,40,45,35,30,21,14,19,24,29,34,49,11,10,5,0,1,6,7,2,15,17
9,14,19,24,29,34,39,38,37,31,26,27,21,20,12,13,18,11,16,6,0,5,10,15,17,22,23,28,33,32,30,35,36,42,43,44,49,48,47,41,40,45,46,25,7,8,4,3,2,1
48,43,38,39,34,33,28,27,26,30,35,40,45,46,47,42,41,37,36,32,31,25,20,21,22,18,14,9,8,12,13,7,11,15,10,6,0,1,2,3,4,19,24,23,29,17,16,5,44,49
24,23,28,27,22,17,12,16,20,25,30,46,45,40,41,36,32,37,38,33,34,39,44,49,48,43,42,47,31,26,21,10,15,5,1,0,6,7,2,3,4,9,8,13,18,19,14,11,29,35
42,41,36,37,31,25,20,21,16,10,11,6,1,2,7,13,9,8,4,3,12,17,22,23,28,27,18,24,19,14,5,0,32,33,38,39,43,44,49,48,47,46,45,40,35,26,30,15,29,34
39,44,37,42,41,40,35,30,31,27,28,33,29,19,14,9,13,18,22,26,21,20,15,10,5,11,6,1,2,3,4,7,12,16,17,23,24,8,0,32,36,43,48,49,47,46,45,38,34,25
16,21,30,25,20,15,10,5,0,1,2,3,8,9,14,19,29,24,23,34,33,32,37,38,39,48,42,43,27,31,26,35,40,41,36,47,46,45,44,49,28,17,12,11,7,6,4,13,18,22
47,48,49,44,39,34,29,24,19,14,28,22,27,21,30,26,31,32,33,18,13,12,7,8,3,4,9,2,1,6,11,10,15,16,17,23,25,20,5,0,40,41,42,37,38,43,46,45,36,35
3,2,7,13,18,23,28,24,29,34,33,38,49,44,39,43,42,37,32,31,26,20,10,11,6,5,0,16,21,22,27,15,17,12,8,9,14,19,4,1,25,30,41,36,40,35,45,46,47,48
49,48,43,38,37,42,41,47,46,45,40,30,31,27,32,33,34,29,24,19,14,13,18,17,16,15,20,21,23,28,22,26,25,35,36,39,44,5,10,11,12,7,2,0,1,6,9,8,3,4
23,22,21,26,31,25,20,15,9,14,19,18,12,7,6,11,10,5,0,1,2,3,4,8,13,16,17,28,33,38,43,48,47,42,41,40,45,30,35,36,37,32,27,29,24,34,39,44,49,46
32,38,39,34,28,23,24,29,33,37,42,41,46,45,40,35,30,26,31,36,43,48,49,44,19,18,13,14,9,4,8,3,2,1,0,6,5,20,21,22,17,12,7,11,16,15,10,25,27,47
13,8,3,2,7,6,0,5,10,11,16,12,17,22,23,27,32,31,36,37,30,21,18,19,14,9,4,1,34,29,24,28,38,43,48,49,44,39,45,46,41,40,35,25,20,15,26,33,47,42
11,6,1,5,0,2,8,9,14,19,18,24,23,22,26,31,35,40,41,46,45,37,32,33,34,29,28,27,21,16,20,15,10,12,13,17,7,3,4,49,44,43,38,47,48,42,36,30,25,39
7,16,21,26,31,32,33,27,22,17,23,28,29,24,19,18,13,14,9,4,2,1,6,11,12,8,3,5,0,10,15,20,30,35,36,37,38,43,48,47,46,45,40,41,42,39,44,49,34,25
5,0,1,6,7,8,13,14,9,4,3,2,12,17,11,10,15,16,21,22,28,37,38,33,32,27,31,36,41,40,45,46,47,49,44,39,43,48,42,35,30,26,25,20,23,18,19,24,29,34
40,35,36,37,32,28,24,19,14,13,12,8,3,2,1,5,6,11,10,15,20,16,17,18,23,22,27,26,25,21,31,30,42,43,48,49,44,39,38,33,34,29,41,46,47,45,9,4,7,0
32,27,28,23,22,17,18,19,24,29,34,39,44,49,48,43,38,36,31,41,37,42,47,40,35,30,25,20,15,16,11,10,5,0,1,6,7,2,8,9,13,12,14,4,3,21,26,33,46,45
17,22,24,29,28,27,23,18,13,12,7,8,2,3,4,9,14,19,11,10,15,16,21,31,32,37,36,30,25,20,26,40,45,46,47,48,49,44,43,42,41,35,38,39,33,34,0,1,5,6
19,18,13,14,9,4,3,8,7,11,12,17,16,15,20,21,26,25,30,31,27,22,23,28,29,24,33,32,36,37,38,44,49,43,48,47,42,41,40,35,46,45,39,34,6,1,2,0,5,10
11,6,5,10,15,16,17,22,28,29,34,33,37,42,43,38,39,44,49,48,47,46,45,41,40,35,36,30,31,25,20,21,26,27,32,23,18,12,13,8,7,1,0,2,3,4,9,14,19,24
35,31,36,37,32,34,33,28,23,24,29,39,44,49,48,47,46,45,41,40,30,25,26,27,22,21,20,16,15,10,11,6,1,2,3,9,8,18,17,12,13,14,19,7,5,0,4,43,42,38
11,16,15,20,21,23,24,29,28,27,26,25,31,30,35,40,45,46,47,42,37,38,43,48,49,44,39,34,33,32,36,41,18,22,17,12,6,1,2,7,3,4,9,14,13,8,19,0,10,5
23,24,29,34,28,33,37,41,36,35,40,45,46,47,48,49,44,43,42,38,32,31,30,25,26,27,22,21,20,16,17,18,13,14,9,4,3,2,8,7,12,0,1,6,11,10,15,5,19,39
35,30,31,32,26,36,41,42,37,38,39,44,49,43,48,47,46,45,40,33,22,21,27,23,24,19,18,12,11,2,7,1,3,8,9,4,13,14,17,16,15,10,5,6,0,29,28,34,25,20
40,35,30,25,20,21,22,17,12,11,16,15,10,5,0,1,6,7,8,13,18,23,29,34,44,43,38,37,42,47,41,36,31,26,27,32,33,28,24,19,14,9,4,3,2,39,48,49,46,45
21,20,16,10,5,6,15,11,12,7,2,1,0,13,8,9,4,3,22,23,32,28,29,24,33,27,39,34,35,30,25,26,31,36,42,41,37,38,43,47,46,45,40,49,44,48,17,18,19,14
31,26,27,21,22,23,18,12,13,14,19,46,45,41,36,35,40,42,43,44,39,38,28,33,34,29,24,6,11,5,0,1,7,2,3,8,9,4,17,16,10,15,20,25,30,37,32,48,47,49
13,8,12,11,16,17,18,23,28,33,38,29,24,9,4,3,7,2,1,6,5,10,26,25,30,31,37,36,41,46,47,48,49,44,39,34,32,27,22,21,20,15,14,19,42,43,35,40,45,0
22,27,28,23,18,19,13,9,8,7,14,4,12,16,15,10,1,0,5,17,11,6,2,3,35,41,42,37,33,32,30,25,21,20,26,31,36,45,40,46,47,48,49,44,39,38,43,29,34,24
30,25,26,27,31,32,42,43,44,39,33,38,37,40,45,46,47,48,49,34,29,22,17,24,19,18,14,13,12,7,6,1,0,5,10,11,2,3,9,4,8,15,21,16,20,36,41,35,23,28
36,40,35,30,31,33,28,29,34,39,38,43,42,47,46,41,45,22,27,32,37,26,25,20,21,12,13,8,7,2,3,4,14,9,19,24,18,17,16,15,10,11,6,5,0,1,23,48,49,44
42,47,41,36,35,30,31,32,33,38,49,48,43,37,39,34,29,23,28,22,17,18,13,8,9,14,19,24,27,26,25,11,6,7,12,16,21,20,15,10,5,1,0,2,3,4,44,45,40,46
31,32,27,26,25,20,16,17,22,28,33,34,29,24,23,19,14,9,8,7,1,6,5,10,12,13,18,2,3,4,15,21,30,35,36,41,40,45,46,47,42,37,44,43,38,39,49,48,11,0
44,49,43,48,42,41,40,35,36,31,26,27,32,33,38,39,34,28,29,24,23,22,17,16,21,20,15,10,1,6,5,0,12,13,18,19,14,9,8,3,2,7,11,25,30,37,47,46,45,4
48,47,42,37,33,38,39,44,34,29,23,18,17,22,27,32,31,36,35,40,41,46,45,21,20,25,30,26,16,15,11,13,8,3,4,9,14,19,24,28,43,49,12,7,2,1,0,5,10,6
27,22,17,12,13,18,23,29,28,33,32,37,42,43,38,39,36,35,30,25,26,31,41,40,45,46,47,48,49,44,34,1,2,3,8,7,11,10,5,0,15,21,20,16,6,4,9,14,19,24
21,26,31,32,36,35,30,25,20,15,6,7,13,18,22,23,17,12,11,5,10,16,27,28,29,34,33,38,39,37,42,43,44,49,48,47,46,45,41,40,24,19,14,9,8,3,4,2,0,1
25,16,17,18,13,7,12,9,8,3,4,2,1,6,11,0,5,10,15,20,21,26,32,37,36,30,35,40,45,46,47,42,41,48,49,44,43,38,29,28,27,22,23,24,19,14,33,34,39,31
47,48,49,44,35,40,45,46,41,42,37,36,30,25,20,22,27,26,21,16,15,10,5,0,1,6,11,12,17,18,13,14,19,9,8,2,7,3,4,23,28,34,33,32,31,43,38,39,29,24
33,28,27,29,24,19,18,13,8,14,9,4,3,2,1,6,7,12,17,22,32,37,38,43,44,39,34,23,30,25,26,31,36,41,46,45,40,35,42,47,48,49,20,21,11,10,5,0,15,16
11,6,16,17,23,28,38,43,48,49,47,46,45,40,41,36,37,42,44,39,34,29,24,18,13,14,19,8,7,0,1,5,10,20,26,31,27,21,22,3,4,9,12,25,30,35,33,32,15,2
8,7,12,13,14,9,3,2,1,0,6,11,10,15,16,27,32,22,21,26,31,36,37,38,39,44,43,42,41,40,30,25,20,29,24,18,19,28,33,34,48,49,47,46,45,35,23,17,5,4
1,2,7,6,17,18,19,14,9,3,8,13,12,11,10,5,0,16,21,22,27,26,32,37,42,43,48,49,44,38,33,34,39,28,29,24,23,20,15,31,36,41,40,45,46,47,35,30,25,4
46,41,37,36,30,31,32,33,34,29,28,23,22,18,21,26,27,43,48,47,42,44,39,38,35,40,45,13,12,14,9,8,3,7,6,1,0,5,10,15,16,11,20,25,17,24,19,4,2,49
19,14,9,3,8,7,6,11,12,17,22,32,25,30,36,41,46,47,42,37,31,35,40,45,48,49,44,43,38,34,29,33,28,23,24,18,13,4,1,2,16,10,5,0,21,26,20,15,27,39
33,38,32,37,43,48,49,44,39,34,29,24,23,28,22,17,18,13,7,6,1,2,8,3,4,9,14,19,12,11,15,16,21,26,31,35,40,45,46,41,42,36,30,25,20,27,47,5,0,10
4,9,14,13,18,23,24,19,32,31,30,25,20,15,10,5,0,1,7,6,11,16,17,12,8,3,2,21,27,33,28,22,26,35,36,37,42,43,48,49,44,38,39,34,29,46,45,40,41,47
9,13,24,19,14,18,17,12,7,8,3,2,1,0,5,6,11,10,15,16,21,20,25,30,35,36,41,40,45,46,42,48,43,38,37,32,31,26,27,22,23,29,28,33,34,39,44,49,47,4
10,5,6,11,19,18,17,22,27,20,25,26,21,16,15,12,13,8,9,7,3,4,2,1,0,30,31,32,33,34,29,24,28,23,38,43,44,48,49,47,41,35,36,45,46,37,42,40,39,14
10,5,6,11,16,15,20,32,27,26,25,30,35,36,37,42,43,44,38,39,33,34,29,18,17,12,7,13,14,19,9,3,8,4,2,1,0,31,40,41,45,46,47,48,49,24,22,21,23,28
16,10,12,17,14,13,7,2,9,4,8,3,1,0,5,6,11,15,20,21,26,25,30,31,36,37,38,43,48,47,42,41,40,35,45,46,39,34,29,32,33,28,22,23,18,19,24,27,44,49
44,39,38,37,36,35,41,42,43,49,48,47,46,40,45,30,31,25,20,15,16,17,22,23,27,32,26,21,12,11,6,1,0,5,10,7,8,9,4,3,2,18,19,14,13,28,33,34,29,24
10,5,6,7,8,9,14,19,13,12,17,16,15,20,31,26,25,30,32,38,33,29,28,27,22,23,18,24,34,39,42,47,48,43,44,49,36,35,41,40,45,46,37,21,11,0,1,2,3,4
10,15,5,0,2,1,6,7,8,4,9,14,19,24,29,34,38,33,28,40,45,46,47,42,37,31,30,25,26,21,22,13,12,11,16,17,18,23,27,32,35,36,43,44,49,48,41,39,20,3
7,6,11,16,12,17,18,19,14,4,3,8,9,13,10,5,0,1,2,23,28,33,34,29,24,27,26,21,22,32,37,42,38,43,48,44,49,39,30,31,36,40,45,46,47,41,35,25,20,15
16,17,12,7,8,13,18,23,22,21,26,30,31,32,37,36,41,46,45,40,35,43,48,47,42,38,44,39,27,25,20,15,10,5,0,1,2,6,11,28,33,29,34,24,19,14,9,4,3,49
32,31,35,40,41,47,46,45,36,43,38,44,48,49,39,33,28,27,26,21,20,13,23,18,14,9,4,3,8,7,6,11,10,15,16,17,12,2,1,0,5,19,24,29,34,37,42,30,25,22
47,29,33,32,37,38,39,34,23,28,27,21,20,17,18,24,19,14,9,8,7,1,2,3,4,13,12,11,16,10,5,0,6,15,25,26,31,30,35,36,41,40,45,46,42,43,48,49,44,22
43,47,46,41,36,31,26,27,22,17,12,13,8,14,19,18,21,20,15,10,5,1,6,11,16,7,2,3,4,9,29,24,23,28,33,34,39,44,49,48,42,37,38,32,25,30,35,40,45,0
5,0,1,6,11,12,13,18,14,19,24,29,28,22,16,15,20,26,27,32,31,36,37,33,38,39,44,43,48,47,42,41,46,40,35,30,25,21,17,7,8,9,4,3,2,10,23,34,49,45
48,47,37,32,27,31,41,46,40,36,30,25,20,15,10,11,6,12,17,22,23,18,19,24,29,34,38,39,44,49,43,42,45,35,26,21,16,7,2,1,0,5,4,9,13,8,3,14,28,33
16,11,10,15,20,25,26,31,32,33,39,38,37,36,41,40,35,30,17,23,28,27,22,21,5,6,1,0,2,7,12,13,8,3,4,9,14,19,24,29,34,43,42,47,46,45,48,49,44,18
15,21,12,17,18,23,28,33,32,37,38,42,43,48,49,47,41,46,40,45,36,31,26,22,27,29,34,39,44,30,25,20,16,11,6,7,2,3,8,13,14,24,19,9,4,1,0,5,10,35
20,21,22,27,32,31,36,37,38,43,44,48,47,46,41,42,40,45,35,30,25,26,23,24,29,18,19,13,14,9,8,7,6,10,5,0,1,2,3,4,16,15,11,12,17,34,33,28,39,49
28,23,22,21,19,14,13,17,16,11,6,7,8,3,2,1,0,5,10,15,20,25,26,31,32,38,39,33,27,36,35,40,45,46,47,42,41,48,43,49,44,34,29,24,18,9,4,12,30,37
13,14,19,18,17,21,16,20,15,10,6,5,0,1,2,7,12,39,38,33,34,28,23,22,27,32,31,30,47,46,45,40,35,36,41,42,43,48,49,44,24,29,26,25,37,11,9,4,3,8
43,44,49,39,34,33,32,31,30,25,26,27,22,21,16,23,24,29,28,5,0,1,2,7,12,13,8,9,4,3,18,17,11,6,10,15,20,35,36,42,37,38,48,47,46,45,41,40,19,14
48,47,42,43,44,49,38,39,33,34,29,23,22,17,18,13,14,9,8,7,12,16,21,26,31,32,27,28,24,19,11,6,0,10,5,1,2,3,4,15,20,25,30,35,36,41,40,45,46,37
12,17,22,23,18,13,6,5,0,1,10,16,11,7,8,9,14,19,24,29,34,39,44,43,38,37,32,27,26,21,15,20,25,30,35,36,31,45,49,48,47,42,46,41,40,28,33,4,2,3
0,1,6,5,11,12,17,16,22,28,29,34,33,32,26,20,15,10,21,27,23,18,19,14,9,4,3,2,8,13,7,31,30,25,35,42,37,36,41,47,48,49,43,44,39,38,24,46,45,40
23,18,13,7,8,3,4,9,14,19,24,29,28,22,17,16,11,6,5,0,1,2,12,21,20,15,10,25,31,36,35,40,41,46,48,43,42,37,38,33,27,26,32,39,44,49,47,45,30,34
20,26,21,22,27,32,33,34,38,43,42,47,46,41,36,31,30,35,40,45,25,15,16,17,18,13,12,7,2,1,6,5,11,10,0,3,4,14,19,24,29,28,23,9,8,39,44,49,48,37
7,6,10,5,15,20,25,30,35,40,45,46,41,47,43,48,42,38,37,36,31,26,27,28,29,23,18,22,21,16,11,12,13,8,1,0,2,3,4,9,14,19,24,34,39,49,44,33,32,17
4,9,14,8,7,11,16,15,21,22,27,32,36,37,26,31,30,25,20,10,5,0,12,13,18,17,6,1,2,3,19,24,23,28,39,34,33,38,43,42,47,46,41,35,40,45,48,49,44,29
17,12,11,1,6,7,8,9,4,3,2,0,5,16,15,10,13,18,19,14,23,27,28,33,38,32,26,31,30,35,40,41,36,37,42,47,48,49,44,39,34,29,24,25,20,21,22,43,46,45
4,9,3,8,14,19,18,17,22,27,34,39,38,37,32,36,35,41,42,47,46,45,40,26,21,16,20,25,30,12,13,5,0,1,2,7,29,33,28,23,24,15,10,11,6,31,43,48,49,44
9,8,7,11,6,2,1,0,5,10,16,15,20,31,26,25,30,35,40,36,37,42,41,46,45,47,48,43,44,39,38,33,32,34,29,28,23,22,27,17,18,12,21,14,13,19,24,4,3,49
8,14,13,18,26,31,32,37,36,40,35,46,47,42,48,43,44,49,38,33,39,34,29,24,19,28,23,27,22,17,16,11,10,15,20,25,30,41,45,1,0,5,6,7,3,2,12,21,4,9
