Distance,TurningPenalty
1678.3593763465012,17.69754601934973
1678.3593763465012,17.69754601934973
928.1146738306602,53.92985491820345
937.657113190636,50.30464502485216
1149.575352999014,26.791011961023077
954.8402723319117,40.8801588301624
969.8240925844731,38.83799788681824
948.8237287085934,46.09381787192347
1244.1571260890848,26.498024132219
1081.460644546986,29.313010752136055
1091.1355008851501,27.254659572746053
1370.1151287403961,21.376109720150584
1312.4303375454504,25.79917460214172
1121.7178730807548,27.094284124452678
1358.0409311185715,22.6282713035641
945.9413844380979,47.55801420545328
1424.2929683895936,21.092565896849422
992.2725703675274,37.288806578938555
1424.2929683895936,21.092565896849422
1071.5484425550421,31.18541888426777
1477.3489913608705,20.929126684112497
1037.0814658970885,33.69725469171355
1323.512859352191,24.871821654624767
1544.8873542655779,19.822092795671516
1333.2729369462809,22.65752423246275
1049.3947849694307,33.09927729610735
954.8402723319117,40.8801588301624
1007.2939042577641,36.205822743393384
1271.4610820952723,25.872769484751185
1017.8095956372822,35.31238502311451
1505.713876723206,19.91913602862194
1579.766140173622,18.711721160717833
945.9413844380979,47.55801420545328
995.518123570895,37.288724940332834
948.8237287085934,46.09381787192347
1021.436039881495,34.31334656616939
1493.2308507706127,20.926068593537693
1617.1621224542328,18.484501611003175
1333.0951652253316,23.839513995424873
1610.3128102745177,18.614751938971267
1648.8695577532587,18.25113163252894
1554.217155320644,19.22187201326774
1055.690578178773,31.828990698526514
1008.240285114111,35.70695519087553
1670.64549594155,18.16121215083439
1572.0522597686709,19.175387292202494
1051.0954108185908,32.004735181936326
1497.8134330868636,20.010705873434024
1244.1571260890848,26.498024132219
1264.3064359823254,25.996775199742736
1069.6926383920834,31.44795944552421
1477.3489913608705,20.929126684112497
1652.8103914935232,18.20769687189964
1370.1151287403961,21.376109720150584
1264.3064359823254,25.996775199742736
1332.2561422357353,24.22825641768637
1021.436039881495,34.31334656616939
1332.2561422357353,24.22825641768637
1617.1621224542328,18.484501611003175
1544.8873542655779,19.822092795671516
1554.217155320644,19.22187201326774
1505.713876723206,19.91913602862194
1069.6926383920834,31.44795944552421
1579.766140173622,18.711721160717833
