Cluster,Trees,Distance,Turning,Elevation
1,66,1185.8277630012988,57.68839467234854,0.4155890603668322
2,67,1197.463409565237,64.03943943333934,0.30247741619063895
3,72,1297.852104715933,68.24949549853481,0.35400508605995284
4,75,1339.4188011519163,74.47989467338174,0.4213367373211021
5,64,1153.52983118953,70.28492274989665,0.406071662397002
6,74,1326.3361698811777,69.45348946256527,0.34348896699391673
7,61,1081.9757837761706,65.5916911233338,0.2791393711875845
8,57,1001.408106428808,51.43470368311784,0.48890022544996903
9,67,1179.217009457272,56.94345115305542,0.9430891274846847
10,56,974.7168539459128,57.932000052431725,0.723170247970149
11,73,1293.6818082578307,70.39018567329822,0.27251181858475704
12,72,1293.3444076565943,62.15345683053402,0.33817388192893993
13,79,1411.9151881221367,73.44743558714949,0.44900732484259365
14,68,1233.2753096771653,59.17572017797411,0.30905506504258184
15,78,1377.386750221111,78.21301039930786,0.4353395912328981
