Cluster,Trees,Distance,Turning,Elevation
1,66,1181.5413666121729,65.00449527950755,0.35812960599080235
2,67,1210.015577011821,61.93481634225403,0.3207886992492437
3,72,1287.789372773813,70.43507372529791,0.3892246457653563
4,75,1357.0418720843663,64.2158874579011,0.5343960975460966
5,64,1156.5746154664682,59.69764028784275,0.2884675453992518
6,74,1354.3013820024548,64.81396813683166,0.30535685996159856
7,61,1082.808016860554,58.71412551463052,0.23633616467542318
8,57,999.320371438032,49.10051830475992,0.5025128838382411
9,67,1179.1207349777633,60.10508592760884,0.7847299077746417
10,56,986.7866459940859,51.40998581659896,0.8301615407159488
11,73,1318.9199362474146,68.22434193499181,0.30553609057681186
12,72,1288.0698773811328,64.11389345912275,0.3093926340203108
13,79,1414.1132593012544,73.58584935739384,0.37296255365133035
14,68,1220.2252898818965,65.03536153963027,0.29187457208240275
15,78,1381.784830215463,74.37115752181923,0.4311698092723777
