Cluster,Trees,Distance,Turning,Elevation
1,66,1182.475933204437,59.81857855202503,0.4004619684263506
2,67,1182.4257301418318,70.12709081688068,0.29295168324314425
3,72,1285.8220856450916,76.46661505842108,0.36009572945876656
4,75,1344.1711385721478,65.05728576380885,0.46528184565595865
5,64,1161.906802532395,59.736394646806126,0.3454508830475884
6,74,1305.195375961465,75.67270375904033,0.31825149184620827
7,61,1101.2594039742607,66.05588053421394,0.25040658362696355
8,57,1018.518869707981,45.06555576131543,0.4708506250461877
9,67,1171.5326404587918,70.04568638863972,0.8034302075877537
10,56,989.4108458715142,43.15719953573093,0.7415499118614122
11,73,1302.409814024961,72.33447707648827,0.2342700352933207
12,72,1277.1601602120436,65.30074799640863,0.3662359458745197
13,79,1427.5490190099435,58.965556561072596,0.4887772490005311
14,68,1205.3385790600441,61.91797875960566,0.28138120300258507
15,78,1410.1900657391782,76.20685822244137,0.4246687353513483
