Cluster,Trees,Distance,Turning,Elevation
1,54,1026.3160092607147,89.49694088482543,0.259741980929622
2,63,1318.7976417441955,93.61059910196985,0.37445991286173275
3,68,1402.460137572201,100.21812134111643,0.4529825022360967
4,63,1253.0940681845095,104.02158793906011,0.33643222555411967
5,61,1246.553149678981,99.17185540871877,0.3583823582996999
6,66,1316.161018531402,108.84950067287235,0.40638049332692283
7,60,1188.1287340065123,94.76804691641313,0.342544477628401
8,71,1426.1945032166661,115.066101986178,0.3636298439196608
9,58,1107.5684209078247,98.11489293701393,0.515194249230781
10,65,1299.3150785206428,103.13401419497589,0.9134304447215644
11,56,1128.437888932346,80.6920357478151,0.8172103705939584
12,67,1310.8448503477414,107.27912750515318,0.2719477536582975
13,62,1283.600773547644,88.71077707609234,0.2681947661639299
14,69,1370.9516514578897,113.57096836038681,0.3555619617789727
15,76,1528.5384181253169,126.76736022464547,0.45214253422419937
16,70,1362.4202338582606,114.65611784778277,0.3053037112276389
