Cluster,Trees,Distance,Turning,Elevation
1,66,1212.9599355115772,58.70333175467072,0.34549321760461105
2,67,1215.6302141994859,60.88854337035001,0.3305623773903843
3,72,1287.0309836434988,70.26548761227758,0.35588100988420734
4,75,1325.712117545754,69.56023028306005,0.47771399660721414
5,64,1153.45308766303,57.94518027236237,0.3270825384692895
6,74,1309.4866872870718,68.41711188583491,0.29472503166848085
7,61,1065.8730023701105,67.98846522833983,0.273789646480159
8,57,1000.9907671261305,50.38869967018774,0.45819793758199445
9,67,1173.0702886826396,64.00543020728189,0.8781091325922343
10,56,1013.9399307626409,46.43147033629618,0.7728731517138456
11,73,1294.0098429250484,66.51000677904503,0.2669063623093777
12,72,1283.9022974564957,68.29340311761248,0.3551998093041373
13,79,1412.6681355831142,77.56790704855348,0.4234309991292591
14,68,1213.836668634724,65.98431663756288,0.2969724131499518
15,78,1396.7506544593814,69.09217682275595,0.43899314469562434
