Cluster,Trees,Distance,Turning,Elevation
1,66,1211.9613615618784,55.68735701174418,0.3968979033254296
2,67,1211.7000783148317,64.17590961063769,0.31302518824673164
3,72,1288.8635948224712,68.46715333088851,0.34832506534257135
4,75,1344.9170188650764,67.22293588795146,0.4636683167749638
5,64,1142.590975073817,60.063231095939635,0.2919217290266243
6,74,1319.5983226740118,73.45519172836387,0.31004229600645417
7,61,1085.7434096396048,57.65541069203561,0.28403978749079606
8,57,1003.1046516994943,55.61747218765762,0.48248574149076084
9,67,1179.5822830788204,63.27210696852184,0.8552646656838068
10,56,992.7148777898686,46.08769807397283,0.6246649490602394
11,73,1304.3069914314697,68.61947914662048,0.2589131004461258
12,72,1284.2893981803134,74.34681684983016,0.33126857017256306
13,79,1396.860577504921,76.45418369527268,0.40748153379083973
14,68,1204.3914438289007,50.52636818453434,0.2907588536951735
15,78,1380.0872942043725,73.49371152583184,0.3824380249875805
