Cluster,Trees,Distance,Turning,Elevation
1,74,1323.0631909801064,75.49738535683834,0.5802032995005977
2,58,1022.3524400964973,46.45403986547484,0.49888786962911524
3,54,949.3108528948696,43.02246657215446,0.4688166409616805
4,71,1254.4558605028315,65.1903198059734,0.8024862455979207
5,54,960.6155587908011,47.82919891842329,0.5475320597942286
6,61,1077.6931320989306,55.66921683283303,0.5982149570071194
7,58,1022.793964000424,49.486076724031136,0.4702249371645024
8,45,874.2001785036647,34.69415419466484,0.621395337497205
9,50,894.7042443345671,49.29228125293772,0.5549479927088932
10,58,1045.2002049110476,54.402121451202206,0.6332844703225877
11,66,1164.6881826219926,62.818991204785185,0.8973769082220073
12,55,982.0716123489115,51.607976429215974,0.5956370742001891
13,65,1146.2968635608424,65.00725312544604,0.661040369142798
14,51,910.7437331080398,35.66936739599767,0.41668286869265714
15,59,1055.2960076394806,49.40271734593775,0.44180423669177316
16,55,982.6293193599394,44.09094873077933,0.7522642470442964
17,60,1060.7638893916917,51.58076275540031,0.45323538014036835
18,72,1276.5620163408366,68.31010247584334,0.7108417223635612
19,57,1032.3030696733858,44.19190193355999,0.5268023639242223
20,77,1376.295711416178,74.46180098656504,0.5627990351925032
