Cluster,Trees,Distance,Turning,Elevation
1,66,1333.519096729427,107.9628728454053,0.40519938756519913
2,67,1418.8830177247362,105.18978625588448,0.4009043307752993
3,72,1505.609353665065,113.08472727293493,0.40065279639385665
4,75,1583.6138485739218,118.86426601199933,0.55840192513201
5,64,1270.5192713872616,106.92948941843707,0.3720360002882135
6,74,1420.360196662724,129.90585454130294,0.34140364526288636
7,61,1204.8419649809416,100.31851922440059,0.28865989316619967
8,57,1090.1336741110001,94.37219125742423,0.4553241650469442
9,67,1340.0313830534626,109.01831778435096,0.9138459253315592
10,56,1041.329165075679,91.01423331567139,0.7517979924502498
11,73,1463.876434978464,115.01391052375011,0.34096315204174843
12,72,1395.270507505071,124.45752062253497,0.36039749230496376
13,79,1526.9403786316325,138.29350064619524,0.36438521540586777
14,68,1307.6956093343945,113.91123870560746,0.30674788734181035
15,78,1605.8208302804242,118.4329579356921,0.44163819398945314
