Cluster,Trees,Distance,Turning,Elevation
1,65,176466.93887526033,157.78833816220654,33.77367515239149
2,65,93241.66965135743,163.64745886233436,33.08370318940215
3,62,150994.84794031153,138.46467493525708,32.712446917427556
4,65,129304.11991218632,160.2020649131143,32.90517918003248
5,60,122128.52487867807,149.50243674149232,33.07448726898723
6,67,156322.9974421341,165.04746249236587,32.56837897888192
7,71,177511.3742286254,161.0842598132581,32.644863050321874
8,67,115956.02183626335,155.2758019115294,33.20450642541629
9,68,187437.78790093004,167.13803541094495,33.055618950909
10,62,126462.64611931634,153.57737067190234,32.9048562496965
11,73,185939.09746879258,194.5884633976502,33.728993695665544
12,61,134981.91521319502,135.55156600838097,33.01246354042835
13,70,115636.47559380658,162.2813468980421,33.323739438405255
14,73,179989.83498747105,145.19410076986105,32.591796241098294
15,65,154547.73025242216,153.83607561721004,32.98905627560455
16,64,120590.0603587336,134.29367464375372,33.01446698399697
