Cluster,Trees,Distance,Turning,Elevation
1,60,1188.417504535078,97.97582196714433,0.2587858529948033
2,75,1541.4556400630893,123.14323453739708,0.41910671667139
3,65,1232.4530640018863,111.05713906284643,0.3150927924383282
4,68,1368.6665381555567,110.48140870687259,0.3748898853008118
5,67,1419.8820095268384,101.85763985801182,0.3833375165523023
6,63,1265.8500822029907,102.79183197677773,0.2697138625624991
7,61,1180.5064457594149,95.76896114252847,0.34648042916033006
8,72,1377.6435021299917,119.98665803043328,0.32761467590708016
9,62,1227.500291045296,101.82449621279929,0.33646065188214713
10,60,1198.8771104441366,96.95676677796213,0.48144809348744033
11,69,1431.8595751956934,111.11592976195905,1.0225796586407405
12,59,1200.0825476162588,90.29634997820297,0.9425361519650846
13,79,1540.1444377526425,135.1207075293325,0.3414532502452232
14,64,1312.6558805704378,100.41039724593014,0.2511406883492455
15,67,1319.9625128223981,112.0164155932726,0.33359525761511577
16,67,1362.2853354121455,111.1369090110984,0.36771727304189916
