Cluster,Trees,Distance,Turning,Elevation
1,74,1309.8382825042866,62.93822303647119,0.6019455691605575
2,58,1034.2916355854666,46.15587093844664,0.5467659668609564
3,54,951.3955484401923,43.01805633208703,0.5191091419538019
4,71,1256.148256753757,52.653064546317054,0.7344262659150598
5,54,975.1819639988295,43.62097332184091,0.7097605080813487
6,61,1089.7637891472705,55.63734602409911,0.606714623475586
7,58,1024.914167098652,45.348589655348476,0.48469483762881893
8,45,879.0736691609089,32.80695481029562,0.5739774912682094
9,50,892.7241605038076,45.110571559882295,0.5426045744260897
10,58,1034.8845991949456,48.342173636856415,0.6431386739877407
11,66,1209.3672166054164,54.68766864832179,0.8609966443490862
12,55,966.1755127349127,53.56538766012519,0.44137767339139167
13,65,1147.4713247836999,62.91524086251718,0.6708868269133017
14,51,924.4040766585553,43.034506917247114,0.3873179613206226
15,59,1043.1139085194043,46.15881879091746,0.4719985895544312
16,55,985.9763312826972,48.32288302451482,0.7533529710848743
17,60,1071.314678848833,54.59065509911616,0.6756934748939596
18,72,1274.0792933739958,66.1672144767918,0.6412644541621333
19,57,1004.309885601835,54.43080404641224,0.42890742387533365
20,77,1377.198080235457,75.57759139729865,0.5286991893773507
