Cluster,Trees,Distance,Turning,Elevation
1,65,185505.03117567732,159.22031170578217,33.950198124939604
2,70,107833.75215088506,177.87846745684513,33.22270610316716
3,65,145852.97722734103,165.2682424868669,32.79572783957703
4,75,151929.6499962056,183.20755942163413,33.068417960340064
5,78,145657.7489796403,174.7415868924311,33.1676444184805
6,67,159381.310460362,160.2226422631901,32.60556352972692
7,74,183812.3342146454,167.79457014279552,32.6375678499599
8,80,142749.9099461459,179.76675703835335,33.35213037093509
9,68,187998.81179371572,170.76780124503495,33.05538455993741
10,66,131896.05179081406,147.25104006106292,32.890871389520434
11,73,189241.2927025823,181.40600631522008,33.744476574745484
12,57,130679.30350717784,132.64953146783336,33.035364277170984
13,74,117840.2155396697,188.45815165399836,33.267643402069545
14,74,188527.81759566898,147.51107598800078,32.63332011524984
15,70,154371.49778619222,156.9255936793283,33.04794434572419
