Cluster,Trees,Distance,Turning,Elevation
1,66,182343.1435634363,157.54301695788158,27.859889460278115
2,70,107482.38446451964,162.73351254531082,27.24559218793486
3,71,165901.60300362282,172.05890489168831,26.8591759638949
4,76,147570.17479852276,186.34353139841903,27.091679149521376
5,80,149894.67046342947,178.52882319491067,27.20543574370315
6,9,44366.59244585656,14.233678623939007,26.538172642090736
7,75,168305.57363287674,179.7603614321002,26.60173764108933
8,80,192242.83748204695,191.552729130533,26.767869655228267
9,80,131162.11305154915,187.21136023970485,27.24538519703296
10,68,187539.29866051185,168.32822096804364,26.946049971518754
11,71,136391.65520654837,164.2194616818849,26.85577844022253
12,80,202145.31790432247,187.93276119884285,27.942162026380892
13,74,155137.4038753205,180.84151577812528,27.226811195784933
14,80,140933.1701108388,189.4499072943239,27.493991167244587
15,74,179918.07216782388,155.6864773342375,26.55762988687988
