Cluster,Trees,Distance,Turning,Elevation
1,65,186641.54770806764,146.86516969407867,33.8954343339585
2,70,107783.4626750888,172.89880637137114,33.25861707000423
3,65,148885.56857621664,159.96122383539924,32.825380925504454
4,75,151941.43879096,182.55400278476415,33.094447778476294
5,78,150895.63537642304,166.27140272390946,33.22672675198809
6,67,157041.29717587796,158.36841700434505,32.540307533331614
7,74,179072.035992397,169.54534538023012,32.600166473153955
8,80,127128.43638973025,188.588385397061,33.29713500295588
9,68,180138.66162169038,164.77322224625541,32.89572206453583
10,66,132070.11368507802,157.25594030762807,32.87596781581585
11,73,190833.40769142722,173.74193140839938,33.82668896163085
12,57,127519.37815891285,138.52091737190574,32.92321980708491
13,74,126448.51316407489,191.90662572484658,33.2651966387488
14,74,178693.09403267555,159.44541074371415,32.60017188753747
15,70,151193.46033252776,173.824911455233,32.888207100604184
