Cluster,Trees,Distance,Turning,Elevation
1,74,1310.3042608221192,62.98543714711958,0.6325181682188425
2,58,1035.7942679328414,48.34399468511655,0.5912446650049787
3,54,951.185425450953,42.99868288609365,0.5242368518559992
4,71,1255.6147935007236,60.9147215858504,0.689222296641999
5,54,947.6610118252283,47.436640732027996,0.62532663279395
6,61,1076.92805152904,56.68075885950729,0.5317770836668849
7,58,1024.2127041841084,47.36039886161154,0.46854191712149174
8,45,878.8891492377544,32.744380899786705,0.5869160377162395
9,50,878.6681683524163,43.03975745164824,0.5073985424996543
10,58,1047.0769528829705,53.500398284456026,0.5817255170063742
11,66,1182.132114769619,56.77079961782183,0.8757720084095624
12,55,968.4749800347711,55.75787803475225,0.4763105918683461
13,65,1159.8307549881233,56.6287397418022,0.6312271079820473
14,51,897.4450562411996,36.81670343846778,0.44176458165983234
15,59,1053.9017874507726,46.249541947393126,0.4588749122291418
16,55,972.3310388801583,50.389695631695425,0.74619080537793
17,60,1059.4069198466932,44.09295659041007,0.7090732033850902
18,72,1276.4646970541444,54.62608460662581,0.7291120329618188
19,57,1018.7196324242913,38.887984605488185,0.532123193473641
20,77,1381.9674898206622,71.2635146360946,0.5633181092387805
