Cluster,Trees,Distance,Turning,Elevation
1,53,1078.4580936253644,85.64677820806921,0.49337328765455624
2,57,1155.7407132421745,88.15882399401582,0.5633015810660353
3,59,1142.8046618233059,98.32612280149533,0.7054994219663886
4,59,1187.6345216231396,91.03696220879603,0.8759795400717536
5,50,979.5027690122777,79.10806686665575,0.4970172443528966
6,48,963.4156390945892,76.92745049725147,0.465254133084283
7,48,877.0663930473671,79.5350534858184,0.6450894649389198
8,39,715.5918652461139,63.78354827904639,0.356203578827877
9,51,1011.6056857322136,82.21658961129886,0.6554369721402136
10,51,966.9612209119499,81.59016876414489,0.5027609319480373
11,64,1312.0524800353603,101.93919856056567,0.8833052061671562
12,63,1228.9682929103508,105.31398483881847,0.65306239677607
13,43,788.2324707636596,69.07991187130416,0.4423162032423118
14,52,1018.79914521396,80.71756366277386,0.40272847871437456
15,55,1097.80986691734,84.54695117372538,1.233346463141757
16,58,1165.862050307255,96.13054651746913,1.5272616549674414
17,60,1127.3658270126002,97.87792580772542,0.595611918259932
18,59,1144.868542586345,97.51371202956315,0.6424799450650305
19,58,1124.5470019238278,92.57314580306885,0.582575075432926
20,61,1180.0706698368035,101.11349165840542,0.5121697950646027
21,52,1053.0074418063732,82.59754505958824,0.4155870762074816
22,60,1151.2983299038565,101.67365169645669,0.5064883330828831
