Cluster,Trees,Distance,Turning,Elevation
1,66,1182.2685650023916,66.12814053418512,0.33993411380786576
2,67,1211.6133256194826,69.44149496230139,0.3086816189685333
3,72,1284.9005062100418,70.17319942951607,0.35580671052487034
4,75,1377.937890489009,64.34205913041467,0.47584971815486554
5,64,1181.6597395069377,58.67448865099318,0.36448730541570207
6,74,1305.491937035866,77.6142746796611,0.2933777485167397
7,61,1071.2520293643513,66.35537924466794,0.27303825185568265
8,57,1003.2963168680094,57.685274832773516,0.4566753313607119
9,67,1216.725125796736,52.94238274420628,0.8765504908488335
10,56,982.869870067405,47.330822851043706,0.7652054105697879
11,73,1303.5071405843116,64.13435433995711,0.20559466681507388
12,72,1275.7603538017963,64.17688290920098,0.35650084597809517
13,79,1427.574869874634,63.29825523899257,0.4291591115553395
14,68,1201.4507439449376,65.0124331419717,0.2617025871380321
15,78,1396.072664883048,80.54060619044748,0.39520657131995485
