Cluster,Trees,Distance,Turning,Elevation
1,66,1180.7540681672024,66.0463422071168,0.3778847186707406
2,67,1213.2575486421094,56.79484657461472,0.2552796210099171
3,72,1285.3695696644818,68.21814327108389,0.36581961441077837
4,75,1325.0253588842525,72.16121194347235,0.449944193398391
5,64,1139.2654500334065,59.895297294022036,0.3242315484453382
6,74,1336.238793265484,65.21583534285536,0.3221340052883086
7,61,1083.4198417849618,68.05768830975522,0.24771377406290718
8,57,1001.4377129761915,53.48699348897259,0.4641172567011598
9,67,1188.8482602879483,63.07871734091593,0.8252395502669945
10,56,998.0789917768265,49.877409516785974,0.7576546831259279
11,73,1321.6096233739863,64.31883144105132,0.26336671068041184
12,72,1283.1329811654778,70.20939463659268,0.31229879372443214
13,79,1429.5382970211765,72.51972892189136,0.43339132348377163
14,68,1216.355231699465,54.712836417408816,0.3238514288347041
15,78,1380.461093530976,74.5837984356405,0.39097009117368664
