Cluster,Trees,Distance,Turning,Elevation
1,74,1413.1484095227431,125.97594541312094,0.6495491301182401
2,58,1119.906419267126,99.0865352876914,0.5884903635092691
3,54,1011.4674792985551,92.41334845767432,0.4814058451699026
4,71,1397.5619786727352,113.2810042308045,0.8197954062337747
5,54,1084.4883270365756,86.32485440022315,0.7287924127462801
6,61,1249.5799890063047,100.06645344841465,0.6821279760903209
7,58,1139.1203733214224,92.14531713105825,0.5359457283898763
8,45,939.526496247367,72.10565253123046,0.6712057987867475
9,50,955.1684690190125,82.28624361216858,0.4783737442243243
10,58,1141.69741807712,94.15369862401155,0.6659191271762328
11,66,1293.360118902142,111.54243884147044,0.9318589835213089
12,55,1089.0290037815726,83.67323484232894,0.638790193714188
13,65,1265.437277291006,108.80677172729592,0.6219395934395298
14,51,1065.2298001796312,71.86209070219358,0.42240817032227795
15,59,1160.2404924186915,96.27428303260209,0.4569329891475178
16,55,1037.8221334949856,90.43964781388739,0.7974646404110448
17,60,1173.92502389485,98.35127859542847,0.6360157385292435
18,72,1528.977680705836,115.45120973734133,0.7976479604214148
19,57,1118.9686261124084,90.41821901355777,0.5269108674243199
20,77,1504.6836975242952,130.78286873928755,0.5808818888337886
