Cluster,Trees,Distance,Elevation,Turning
1,74,2235.3449624912546,0.7817638869940868,71.82690206962572
2,58,1794.5411899035093,0.9062600507544367,49.15309790465409
3,54,1581.535164896372,0.7407336541826659,47.98940635167201
4,71,1931.4438253905346,1.059604178140388,70.72953754146343
5,54,1326.0951224167593,0.8967769512215042,53.062538282881135
6,61,2148.011147338738,1.198023255012373,54.980304213945075
7,58,1646.96766359763,0.7989699756588386,47.09601178087307
8,45,1161.2640428568527,0.8234627062158211,42.34602737020718
9,50,1190.9909900911043,0.8037369818456739,48.667794447801384
10,58,1765.2900649927487,1.0397162435016352,55.614309206062636
11,66,1867.7400175654896,1.2611945720883355,54.91002786752516
12,55,1365.0550132270469,0.6903244916313209,47.88476138641942
13,65,1813.9434187279696,1.0314876683089143,62.60841403084341
14,51,1339.4603882925426,0.620512439609314,42.82927170261644
15,59,1824.7307500294273,0.7395697500452556,41.85412168090712
16,55,1495.1265737157773,1.0421628710656403,48.18816145329815
17,60,1627.2407376998833,0.9463118053198176,46.46409261525254
18,72,2196.1586664034567,1.1978624250501113,67.38504018805486
19,57,1505.228631785348,0.7745060635809473,57.09827140285479
20,77,2380.9687271873368,0.8119804385916201,77.68061568408929
