Cluster,Trees,Distance,Elevation,Turning
1,74,2222.788720878123,0.970769076868562,70.97472936816585
2,58,1627.4575583278047,0.9296692295196145,54.244533343687976
3,54,1637.3127261524992,0.8026291752687946,37.69082409240726
4,71,2321.117588095382,1.191040290943656,65.53461632932182
5,54,1339.1151717387297,0.8865954855206049,47.792063385998475
6,61,1800.540351933656,0.941548876287488,55.80642688302125
7,58,1591.3376773239265,0.8276523308356794,61.6836126568099
8,45,1324.6331496061496,0.9624993763850398,45.49097059634372
9,50,1481.4797613727242,0.7380014331789795,45.329795930161154
10,58,1584.5682631927102,0.7879073445486728,47.71279527516053
11,66,1967.005424400131,1.5179411547263904,56.60905025308728
12,55,1502.921013730776,0.753385997715009,58.340635850390825
13,65,1938.4233947839016,0.7763393644429595,59.768258929604386
14,51,1261.9424656745773,0.5558839577963361,44.77420359950542
15,59,1560.0755720311413,0.6000701633824761,50.25065463949726
16,55,1472.0458878464674,1.0317481876577599,45.177556938393
17,60,1588.2117990052532,0.9566648848976147,57.871443202336366
18,72,1993.039012683011,1.0261271064921438,74.75552334633953
19,57,1698.7537213820128,0.6880827624249335,49.18251856242437
20,77,2419.675388313836,0.9223216176748483,73.75813329942979
