Cluster,Trees,Distance,Elevation,Turning
1,66,1195.4969760139604,0.3888942690684498,61.92254049862833
2,67,1237.453241295642,0.28429960941362786,65.27211830120828
3,72,1288.4743486230418,0.40372515169239875,64.0801222679726
4,75,1325.5364131198623,0.4619134061088701,73.49190594755986
5,64,1200.9331954522863,0.34243739241687443,65.07437950573319
6,74,1321.8934884229054,0.3113042523353222,67.23804835049219
7,61,1139.166591252155,0.33682993783455295,59.09268471235671
8,57,1047.335673477779,0.54126710897342,51.462287098197784
9,67,1179.1943389467801,0.8228581376103374,65.51701010359665
10,56,988.1850342155084,0.7873417168930459,43.051452556157514
11,73,1309.030342639352,0.28191254355623485,60.20669936652687
12,72,1280.167242125096,0.3226176311930917,72.52704264235683
13,79,1425.368367518106,0.3673548849784467,88.28071175842771
14,68,1228.3011493883112,0.29116398169485436,60.87863435178603
15,78,1379.5452830304707,0.4114729368428893,81.64890766204113
