Cluster,Trees,Distance,Elevation,Turning
1,66,2026.5230654318166,0.5349952166321241,61.105519851091245
2,67,2069.375826930361,0.5152229608708101,53.17628907945026
3,72,2127.8901296120753,0.6096321754760936,62.24015052233355
4,75,2211.3617068360127,0.7180796955047093,74.29476301179328
5,64,1781.0039763529544,0.5196201562737439,64.60717996465473
6,74,2114.1204243333627,0.5792468212111928,67.01184901126756
7,61,1918.0315524734488,0.4823299173759654,54.3120972530586
8,57,1396.0666085211012,0.6128001491809005,47.50957074025138
9,67,2072.245935086074,1.2721271790124735,59.38496952327351
10,56,1614.3513707739667,1.1352568539441386,45.86549040939066
11,73,2350.462985767423,0.4611832501454778,66.66052958720825
12,72,2248.791017261834,0.5027929527025758,59.898747236494415
13,79,2633.398187120099,0.6949539428405451,74.58471320800327
14,68,2085.960725798055,0.44015826438913663,62.23873635287322
15,78,2500.8374437895964,0.71545081157746,75.06333482738951
