Cluster,Trees,Distance,Elevation,Turning
1,74,1341.4681235325027,0.5932266574165315,67.11381700119688
2,58,1034.3884158889252,0.5054780646318662,49.34122694449507
3,54,948.7665206654333,0.44651729947393903,56.55859374878007
4,71,1255.3780409987241,0.7005056524998832,69.27735712015922
5,54,947.7451955114309,0.674190125844504,52.39096698549519
6,61,1101.9222707307144,0.5441045349950357,52.41582706435483
7,58,1049.6536123808914,0.5269090227572129,52.055927828790885
8,45,879.4942673528253,0.5645365772357565,37.900397746889205
9,50,879.7604813802385,0.5707966931557316,45.146290858715716
10,58,1036.2566888472693,0.6575014617953538,54.53836549326442
11,66,1191.143125311744,0.8576678929919126,72.74132830351576
12,55,994.057756228433,0.5579334000853908,59.83471847659276
13,65,1161.2379420508914,0.6333177651360433,71.09037132148367
14,51,911.2853894877393,0.4236405104075871,36.723649456792955
15,59,1054.095167965644,0.4465384526245657,50.391305933921764
16,55,1042.5602734285994,0.9507609991061994,41.722661529987825
17,60,1086.6162630205908,0.6284232547380828,57.64207198327796
18,72,1301.3796348529645,0.6252275437115387,69.25670811354634
19,57,1029.2181270601582,0.5662511813668267,46.16831684381754
20,77,1404.4569586137984,0.5196352702219027,73.28812952629917
