Cluster,Trees,Distance,Elevation,Turning
1,66,1186.8992737098656,0.3752925361410835,61.96317290482633
2,67,1212.8022963653975,0.3107695033351643,71.49389248251754
3,72,1286.7706424408934,0.33746318116366325,72.51275952753141
4,75,1337.1637837335545,0.4100318396288891,82.69503913061925
5,64,1153.7092836818504,0.34985385081069076,65.82885229339017
6,74,1340.1122073559666,0.3013978014176075,66.92269631442399
7,61,1091.0141836887512,0.293340651275253,66.24817641060758
8,57,1011.5398804570187,0.3908261078140658,56.84106505947868
9,67,1201.225682655329,0.8242862618151054,63.27495094867312
10,56,994.6378480040623,0.7443222714503612,61.62603434737429
11,73,1308.6113975309145,0.27144732213606204,77.02204984027274
12,72,1288.6369123037275,0.2569115939128057,65.2429281897787
13,79,1396.1132697310043,0.43274177911585454,84.83022365467131
14,68,1245.269935658296,0.28637577432697725,69.08900199991254
15,78,1432.6705370574107,0.37282848243276057,79.69577862318621
