Cluster,Trees,Distance,Elevation,Turning
1,66,1830.6574839353855,0.4825751594106098,54.37825184128499
2,67,1997.3627683340073,0.47901688458306957,60.023947461187944
3,72,2147.6306972222806,0.5191722329020223,76.06905287661236
4,75,2457.2556424830673,0.7739783448108817,59.384599391357995
5,64,1807.473624354221,0.5403677702086735,61.50988899483499
6,74,2400.8406517249255,0.5737117457912291,74.93843027157112
7,61,1718.8150303508057,0.4313288929932835,55.32325631033277
8,57,1518.4198316854854,0.7295939112755985,41.68656661443551
9,67,1932.0040082156183,1.2592276217848646,56.94160216421063
10,56,1425.1507547419003,0.9947984936679894,50.1846149976694
11,73,2224.596481943586,0.48075339459728994,65.23749007740355
12,72,2302.9302938073183,0.5704139985445327,62.355185888473926
13,79,2633.31011987992,0.6803066075540798,80.6308339031096
14,68,1948.2242904442182,0.43622128110717995,54.934858423009864
15,78,2410.9480338017843,0.786827398984121,69.73230078064691
