Cluster,Trees,Distance,Elevation,Turning
1,74,1366.8708543516043,0.652248275483915,67.07829551536955
2,58,1047.9995677496456,0.5686377523124477,49.4553945510511
3,54,980.5964134273415,0.5411128691163825,35.754730574083055
4,71,1255.4677196715013,0.711013196699346,70.23581606318366
5,54,974.6688159887183,0.7055152021969917,43.11591915496477
6,61,1116.2712197782012,0.5426928730784439,63.93411048853024
7,58,1035.7611958017596,0.5089957990674066,63.92979462882644
8,45,883.707744807907,0.5472863881939496,30.70130497026248
9,50,892.6015952860686,0.5411359817962378,40.90297970943151
10,58,1036.5675486309933,0.6254715809266553,52.53321238124507
11,66,1223.0182154342322,0.8364132561282993,67.03784317537449
12,55,992.9507843588532,0.45475717325841636,53.47278921689758
13,65,1173.2075230456326,0.6102860220053312,75.98113021954187
14,51,910.7141715361104,0.4211030378025882,46.16271165613529
15,59,1040.901325499081,0.4901191932593889,50.3272214688535
16,55,1002.8076750960302,0.7717611235102328,54.7500092115889
17,60,1072.638683285536,0.5984737219955942,53.67582373504248
18,72,1276.2887297683033,0.5795295077623983,73.41715108372046
19,57,1018.9016294684761,0.4561468786200713,56.14199186863519
20,77,1390.3988009915938,0.5319976382319833,64.01053692177574
