Cluster,Trees,Distance,Elevation,Turning
1,74,2305.0550086013345,0.9690883994842263,56.23590086035865
2,58,1647.087092028232,0.8713784085281304,51.14070077129944
3,54,1562.9997354798393,0.8509274841652754,43.50617567269953
4,71,2041.4923900115084,1.1566215097901047,63.72727364215047
5,54,1452.2809751486968,0.9780380351023297,50.28927514006281
6,61,1816.8596076838382,0.9746448568338018,48.606973276642
7,58,1689.864185052658,0.8197582294721286,51.48929798070903
8,45,1338.9108373528313,0.9257928765609904,34.759346690291295
9,50,1295.5125749797116,0.6130774054979113,46.12715921937502
10,58,1682.030710137374,0.8968371698498725,53.08821866385534
11,66,2066.653965734825,1.4731590773847785,61.64318966073069
12,55,1579.7361715505874,0.783065370365426,50.16106577334744
13,65,1957.2575092046816,0.996901055591012,61.69367814458903
14,51,1326.2340978946625,0.5980601353315684,43.41806144836539
15,59,1648.54678561548,0.6227586731720542,44.83005637135829
16,55,1541.8880540672205,0.8139194744784835,47.23746133343334
17,60,1684.5736131664914,1.0984405789508802,42.559993249448986
18,72,2338.5203443849473,1.1889468454861714,64.71801858824931
19,57,1682.275637183959,0.7748846783599141,41.986750280017155
20,77,2181.5149067474326,0.8222080665828972,72.83165637985871
