Cluster,Trees,Distance,Turning,Elevation
1,65,224865.03577509118,94.90229164353397,33.93454818255161
2,65,125172.37755567468,89.39921492791873,33.09354361389095
3,62,180511.42686647462,91.70996739518002,32.93480262005925
4,65,183716.12883498834,86.03802712652282,32.905482643436926
5,60,162035.8159243338,95.38168660382345,32.98849639663798
6,67,214863.84212593385,103.6765895051455,32.88338751198673
7,71,235616.4440556331,115.98038350245172,32.94106873421798
8,67,151714.55883853976,97.08931018511191,33.187857483235796
9,68,244594.6723772477,113.5567589496374,33.2935691987184
10,62,164146.63030074042,84.66573648147595,32.961534243998045
11,73,237931.1719559861,104.32639230900314,33.79022718286505
12,61,165454.1986114979,82.4667455419458,33.03408655246586
13,70,175000.65986870363,112.60312301710754,33.30398571481428
14,73,221398.77598579606,118.34942626649848,32.64145167654616
15,65,189384.40847351417,104.85395658230546,33.09716387227055
16,64,154847.4899933046,94.94651669394985,32.93742005408271
