Cluster,Trees,Distance,Turning,Elevation
1,65,226649.67318799783,103.69229308724387,27.845127109614083
2,65,143277.36391810578,93.63012320757271,27.240326429143124
3,62,173527.57724496676,100.56213412863778,26.844207637963926
4,65,174041.47551898356,90.96353570290826,26.94319337752257
5,60,143162.10020763427,105.7424210439399,27.00686576856296
6,67,206822.98498009288,94.44316933028544,26.726432144186624
7,71,239481.3656181923,106.00892686351301,26.86651745781966
8,67,177552.47388917205,103.71003054513264,27.261552368610538
9,68,246087.90384504807,103.00490749658533,27.258043075186563
10,62,167807.45151183158,92.40640441214725,26.962336010633507
11,73,244247.90267378173,92.2305245974446,27.90756997673391
12,61,171097.43162189954,91.76351439753341,26.95838787175279
13,70,167231.44071498024,108.85494385983213,27.32733196210109
14,73,231233.71240498734,112.59177193549493,26.753960875043703
15,65,202122.51223008538,95.48902561953531,27.178266529646407
16,64,165476.03202646767,85.30658107796327,27.12016895794197
