Cluster,Trees,Distance,Turning,Elevation
1,65,218647.15305541587,101.49402370129984,33.837787256763875
2,65,134661.96677497306,95.55382643962301,33.11033602804084
3,62,187495.49769471693,92.55357560617158,32.98241766483384
4,65,179089.7124050533,81.21719041381715,33.00228003121026
5,60,142242.06249988446,89.98647756549406,33.0449718059612
6,67,193982.8143583337,90.9980522159263,32.786649182860366
7,71,210268.49282380161,104.77584286777817,32.78265419452922
8,67,171089.52071728374,94.68553826800863,33.155697572862586
9,68,234843.07449835766,103.73588829559786,33.03437609092659
10,62,150219.5405261886,112.81435639665997,32.89399977920297
11,73,244001.0269488913,106.16410064395363,33.97135384518377
12,61,193440.7526071611,96.7722700917374,33.16279184300807
13,70,162707.47898541886,110.41008100821414,33.34184608710589
14,73,236614.19487582374,112.69102306465679,32.665247585771056
15,65,182312.39336595096,85.68858269600545,32.971493918733316
16,64,157329.88545961224,92.15466295606885,33.09968008020912
