Cluster,Trees,Distance,Elevation,Turning
1,66,1186.552099853725,0.31710747056365385,70.28846012358193
2,67,1243.510641344663,0.3079825325841643,58.95896052515803
3,72,1292.3075704823027,0.3435152137105071,75.46138972485204
4,75,1338.1683342552822,0.45210188180382005,67.12557876243157
5,64,1158.5436009678083,0.32249121477126685,70.30334634415088
6,74,1316.7995159574557,0.3181905108557288,88.7884477191871
7,61,1101.533957959899,0.29981663715771667,62.41681178134324
8,57,1054.8955692169052,0.4782933446422657,56.88172093865089
9,67,1209.3409328868122,0.8417644784606804,60.93453895253132
10,56,1026.0893791970673,0.7123047179369735,50.91582215009908
11,73,1289.6505905809345,0.2884086335753544,78.84927154949531
12,72,1342.2242391883256,0.32520959562349994,69.67044086742125
13,79,1409.9851090801933,0.4393306557955228,73.3058613900755
14,68,1204.989084156672,0.31952801087713567,65.07337600195088
15,78,1405.7535960391815,0.4057882876686012,77.56186415225204
