Cluster,Trees,Distance,Elevation,Turning
1,66,1211.2565075994935,0.35652702764652666,66.06432103007691
2,67,1194.6869938719585,0.2930082187106624,79.49080960237492
3,72,1303.3657330985175,0.3655527261214644,70.40606680515582
4,75,1325.871249893969,0.43094928143318967,68.39611879025192
5,64,1174.0902231749872,0.3769739650664494,62.96840218103993
6,74,1355.8872111808867,0.308788523812801,61.60666274870359
7,61,1129.2008906633032,0.31695968686047316,59.85494458497931
8,57,1011.1854373345525,0.41679623540069066,57.45420584211944
9,67,1221.5054725435045,0.874141962857566,66.04530212381688
10,56,987.3974151142688,0.8331888905533944,51.149240723522205
11,73,1307.698555070876,0.28474188257270683,70.85241662108777
12,72,1300.9848358830154,0.3366882159443012,72.36279460531388
13,79,1440.104554946185,0.3871425538248481,76.22002499815136
14,68,1216.1992504023904,0.30910183949500336,69.67693771970929
15,78,1408.6944381906005,0.41062038733657324,81.63801553975897
