Cluster,Trees,Distance,Turning,Elevation
1,67,1759.6542169002987,55.16593104054566,0.47135395749924314
2,60,1450.5916127516198,53.43355851899599,0.31394022326546
3,75,1985.263677297157,65.4636623614816,0.664226214634386
4,65,1734.672911934711,50.11030226891682,0.4707491944349389
5,68,1896.9954881919898,51.01482790448823,0.5020177551038731
6,67,1713.7311740970215,59.903787221687644,0.48785607968448375
7,63,1515.2485089260915,55.432352020079506,0.39924676588229957
8,61,1571.7295210231937,47.800289850175716,0.4727701365406247
9,72,1794.9264052875324,66.08823950992749,0.5011289830025873
10,62,1604.5501787773462,50.76156534677331,0.3671539630994829
11,60,1512.3424682263142,47.911221007700135,0.5707494674938829
12,69,1858.7234806429458,63.09196541588497,1.2322085126813782
13,59,1429.9535815187023,49.196447572065786,1.0479540840726091
14,79,2170.440127141822,61.5924850410661,0.5369935161360004
15,64,1643.2768291533134,52.931030549808135,0.3355632248493876
16,67,1643.8014654277938,65.75652244596255,0.40190543694258984
