Cluster,Trees,Distance,Elevation,Turning
1,74,1310.525155505212,0.6277848027341708,68.19138956534029
2,58,1020.7781809980877,0.49166411693634515,51.49927192735592
3,54,949.6571342128269,0.46358617986586736,50.257930555544206
4,71,1272.8016885047168,0.7858894280478115,56.773599659990474
5,54,960.7157696122351,0.6043270648215504,44.14019188348934
6,61,1125.7131648838163,0.54055855436361,50.547320225519016
7,58,1037.3604854166795,0.4524403983466385,55.641498928750714
8,45,870.6646702955112,0.6467783977824837,43.070716755739426
9,50,893.7756124484562,0.5886750211798955,34.74196621771349
10,58,1022.5109805602345,0.6706052143218759,53.62973753625245
11,66,1217.5778866346066,0.9120296172961488,55.54717683977954
12,55,1006.5194256698454,0.4744691118708406,51.3263656137375
13,65,1199.527294341535,0.710363600622193,52.74349569059691
14,51,896.531712222701,0.4417904208966945,47.1856680547514
15,59,1054.1835918012337,0.4955718037572687,39.93619661503349
16,55,989.6016943073151,0.7603385622745673,48.17582769884174
17,60,1072.7177939853993,0.6062865025083699,55.63008554341186
18,72,1275.3214725650685,0.6752092368398124,54.81095951472333
19,57,1031.8837315149701,0.5597735185169981,51.38353653910379
20,77,1364.6616267093143,0.5166010122674276,84.76118105548655
