Cluster,Trees,Distance,Elevation,Turning
1,66,1974.8369556688644,0.6275617048218631,54.484976091210406
2,67,1828.912149939675,0.46906587724961035,59.24962968700086
3,72,2221.823123575048,0.5578822495695164,63.95219519546059
4,75,2300.1114433017624,0.8047676417914005,79.14925146043784
5,64,1804.346060365422,0.543424381036461,59.54875060728775
6,74,2330.7103563509995,0.5298704403543191,69.2996507672292
7,61,1695.1227260977603,0.4357101798691918,56.54193268672609
8,57,1756.8421685703627,0.8538805231551674,50.30904166434987
9,67,2089.4992686227433,1.3988954524701622,55.30479500378389
10,56,1483.722426868762,0.9898539684420555,51.5041547742688
11,73,2095.1102308789636,0.393188111945566,69.89960666531992
12,72,2199.486018301106,0.5336337564486993,70.06636079577042
13,79,2282.9993480432,0.6033516141294903,72.3806436328558
14,68,2067.1391757975925,0.5154659168209683,60.14660023246361
15,78,2554.1158974889768,0.8282697631335925,76.50295481584318
