Cluster,Trees,Distance,Turning,Elevation
1,65,208801.91894889486,96.02226301561078,33.666487990003795
2,65,130480.9625121352,98.43898509000772,33.155331192378775
3,62,183600.34838651423,88.78276550260277,33.03580680382907
4,65,177554.66310794206,95.22539498845082,32.92462839700221
5,60,149655.95520169704,102.7589736417144,33.021918328564986
6,67,193366.20707458147,90.76544767997913,32.74435172924565
7,71,211159.55493816326,90.3021992817465,32.86441199977465
8,67,155511.64955719732,108.78416510408137,33.1859621585357
9,68,244378.60943518663,112.26028656893511,33.229942494061774
10,62,149834.46872730576,105.39226031320209,32.888731479817295
11,73,267206.8996960449,104.45917877998613,34.31064442050249
12,61,163359.4442885748,88.15968567511008,32.83542561291499
13,70,165274.58694119807,110.35266267113614,33.36613001623516
14,73,254211.92122902843,106.36699166600275,32.78151848110532
15,65,168715.2345279405,93.79301748484933,32.91674914165677
16,64,149752.4197765838,101.60824915159169,33.04494311917449
