Cluster,Trees,Distance,Elevation,Turning
1,74,2467.871267349871,1.0340239671902918,63.63306830946427
2,58,1547.259321663292,0.873209468836734,47.633999650358454
3,54,1354.657333252425,0.6379607172369575,46.120554019204796
4,71,2093.7040364782797,1.103934105501823,72.39934021210249
5,54,1499.9317136340537,1.125862625127759,47.22535265787593
6,61,1581.6313935177363,0.765875374165784,55.53467354207163
7,58,1986.3804914035586,0.9606628967217219,46.994004335432
8,45,1307.0207684589657,0.9411389462426953,36.79197011970486
9,50,1306.438399984637,0.77268084497587,41.127579295799904
10,58,1531.9433101989441,0.9164612618600945,57.532192701587014
11,66,2051.184567637173,1.504199063945407,67.78827930811642
12,55,1481.3156244345068,0.7666875099645285,51.61801174986588
13,65,2037.7864034714387,1.1409694507674732,59.21597930353911
14,51,1302.4645224544383,0.6215869127423446,46.30817775290866
15,59,1784.8901091180219,0.757132345668861,45.22149122659284
16,55,1456.8748798960676,1.0843840780720573,54.25160232268739
17,60,1879.29141656922,1.1292618407310062,53.54645924792221
18,72,2087.639887158667,1.066249452902781,71.43542969017864
19,57,1645.3568965228822,0.8148681412881409,52.56180731580135
20,77,2382.1807667201706,0.8498741239003831,76.46175551825998
