Cluster,Trees,Distance,Elevation,Turning
1,74,1322.823316841691,0.5799534168693921,80.70333346130107
2,58,1035.8162052634132,0.5252471298933585,59.850491193030415
3,54,947.9046554652886,0.4582820633690865,49.19045206107688
4,71,1279.7115775231196,0.763143469732869,64.11618806938948
5,54,961.3810072400105,0.6362390359540093,42.06297878467102
6,61,1089.4451076852913,0.5057707555212687,62.94186903472127
7,58,1023.2098834183214,0.49801277333992644,55.62010121619244
8,45,861.8519019674915,0.628474830354449,40.983554223045324
9,50,892.6258247128516,0.471198274686774,52.3611419831162
10,58,1049.2885121613385,0.5147241789706118,50.041400144055004
11,66,1177.088993281184,0.8504205210791653,69.24234090613733
12,55,969.5558117955194,0.4669399283750888,53.858395564757636
13,65,1162.4247542254434,0.6854942150515431,60.78222780536064
14,51,910.3684849054857,0.39757015811277796,52.38400848524371
15,59,1042.9092647855357,0.39019565880289875,59.767276000493624
16,55,985.4857751755418,0.64835946838698,51.6559878230335
17,60,1062.2579126847304,0.5957714265510692,49.47063357919294
18,72,1273.6236055447437,0.7262409171221726,60.83832626125453
19,57,1030.4210307316034,0.4192970755153276,56.575880663403716
20,77,1379.6542207422553,0.4945237185528928,74.53320945794275
