Cluster,Trees,Distance,Turning,Elevation
1,65,212419.42171482707,94.50383059147475,33.59284722708438
2,65,143129.1386364428,95.44950956177053,33.188250274322755
3,62,187420.71245078472,93.55997266313327,32.93247267174369
4,65,177163.2689033412,92.99608630009703,33.05834635543274
5,60,155234.37161634731,98.85051122700017,33.08887558317737
6,67,203902.18596174958,100.94915043851958,32.86169247680479
7,71,215814.83175518294,116.64449993110676,32.7682702883074
8,67,165015.69872235728,99.97239822849063,33.22264252159186
9,68,227294.0984612194,112.2081014974316,33.2285548518837
10,62,166773.87014649436,96.28259092097615,32.966661956902854
11,73,244665.1632275661,110.55818911377256,33.798868165453314
12,61,177014.10055687279,84.9329862301165,32.89448098063184
13,70,163919.2962103538,106.73018125770598,33.18564449444032
14,73,220019.5286607056,110.52205549155266,32.61975772493236
15,65,198042.29753621944,100.29183392877715,33.020781252315295
16,64,161919.28507756616,92.10871580740042,33.11521941129246
