Cluster,Trees,Distance,Elevation,Turning
1,74,2324.448299213876,0.9214114089781464,68.05294676533546
2,58,1756.8830024743613,0.8583296953651001,53.2147278027382
3,54,1500.9520296547776,0.8591899673188088,45.240645786293726
4,71,2182.2749858060483,1.4134857415269213,58.354399070401406
5,54,1532.0434190427643,0.959362712920143,46.638486461526725
6,61,1948.0876515409873,0.9235474890482038,52.84791099004677
7,58,1707.5610384328418,0.9263178741263367,56.31007307005763
8,45,1287.2103995408472,0.750073597724402,36.78197919433984
9,50,1370.692296814202,0.7069844019875404,45.24448793904348
10,58,1699.895279716425,0.871104601751254,47.46583459162031
11,66,1913.1434364322647,1.3008515824933333,61.17707595366735
12,55,1525.071938007886,0.8057230128500859,60.5809933628179
13,65,1810.6968691652594,1.12282488262972,51.132834466816085
14,51,1532.285210767784,0.6753265707163685,30.682956352698206
15,59,1678.4999960206578,0.7065757659178686,52.12276501275856
16,55,1428.3227325956693,1.0585977800156083,48.57173424048883
17,60,1670.214826628704,0.9156572895538861,49.877428780066985
18,72,2053.156079390626,1.1600122861320266,72.98370318185968
19,57,1755.2552211470506,0.9208608305346253,51.197964983255744
20,77,2433.9011613260227,0.8515255393680281,75.07065637050582
