Cluster,Trees,Distance,Elevation,Turning
1,74,2130.375488234634,0.9394571561557843,72.98829183871966
2,58,1586.8791058898512,0.8245657879668506,50.389001079650946
3,54,1571.325731788177,0.8309106018750541,46.02475601811715
4,71,2139.371584422196,1.3475233121603214,54.10373966408972
5,54,1476.5106634902252,1.011438416066067,41.52907636214892
6,61,1704.1059269073207,0.8605761539095447,65.38585300449478
7,58,1694.495084210488,0.7920147814840632,48.68435160875257
8,45,1200.8033986632163,0.7765228964626161,33.063124962290544
9,50,1354.3561190320927,0.7437036979555529,43.336003747909416
10,58,1729.1383719617943,0.8866280787589087,60.79569103650445
11,66,1803.6578974582455,1.2051037981733508,64.87148622028046
12,55,1591.0294683437276,0.8847554593244471,48.10395012698365
13,65,1805.2505106792835,0.9457014505501515,59.11315402443055
14,51,1352.674732860449,0.5636885311534918,50.32540463777667
15,59,1775.236241276886,0.7033472508034073,49.753526887893926
16,55,1499.6101566882428,0.9020201571999333,50.61978457125289
17,60,1933.75725386877,1.1060656210398232,45.54898390898154
18,72,2278.087814779298,1.1175094981133746,66.3320085958095
19,57,1631.86214079021,0.7258861017000875,47.736309285315684
20,77,2216.991112861979,0.8325177488311919,73.92476998222058
