Cluster,Trees,Distance,Elevation,Turning
1,66,2034.4386275615684,0.7187786742436355,55.14819354258728
2,67,2028.7231585864401,0.46908593169942314,60.78187811262329
3,72,1946.450791632402,0.5127661238294365,78.34623539836755
4,75,2541.810938517206,0.928036936499236,72.14571518725936
5,64,1737.6301452508872,0.5266048506276508,63.34328025315324
6,74,2125.5492015790587,0.502887754021522,77.4141449396466
7,61,1773.3259822904552,0.5210052479587315,55.18737526102385
8,57,1667.4827655539516,0.7156767218123523,45.85549933659613
9,67,1863.6251894587174,1.3189663754713141,67.00596465169266
10,56,1556.8437811281028,1.132555947634021,47.45595758263807
11,73,2350.105537274017,0.47404426403530664,71.24538036539735
12,72,2055.8253331168503,0.48707922981400564,80.7176177602686
13,79,2608.4952753091534,0.6890349360378067,79.56156671376236
14,68,1937.7889764711792,0.44055936520233985,64.7074220227987
15,78,2257.830610145457,0.624865096000983,69.19801923533605
