Cluster,Trees,Distance,Elevation,Turning
1,66,1879.5122816341764,0.5140878294727695,57.5231670244527
2,67,1997.3221925816358,0.4452535743478965,67.81878790906212
3,72,2081.8617254532296,0.584184652556047,72.03791513649486
4,75,2295.0712472508953,0.7501366743282318,70.1490884172513
5,64,1687.0034813438617,0.462173473394655,71.15257732931849
6,74,2343.2980513977222,0.5038973072398498,63.33786590339494
7,61,1896.5093965834542,0.4692116438062559,53.286855107336194
8,57,1743.6549862928282,0.6243790954262654,55.260573972854274
9,67,1895.1374101487256,1.2023161561084077,60.779222508652126
10,56,1476.7862238845196,1.0402116590941368,50.076105875317715
11,73,2336.440614528654,0.47819914173794587,72.37381078499733
12,72,2332.6994539389984,0.5793695458485129,67.68919853990455
13,79,2521.1100232596273,0.7428079242700427,77.59514803311966
14,68,2013.3049784182483,0.5382579410679362,62.80452882287513
15,78,2391.1372333033287,0.6740038561182171,71.8174495711155
