Cluster,Trees,Distance,Elevation,Turning
1,74,2322.4616632266475,1.0913203261131148,63.04993351680668
2,58,1689.3260144391888,0.865675535222941,55.421906851547504
3,54,1517.030085177821,0.8099304481977825,40.71465158771415
4,71,2074.0519278448796,1.1026172078442311,59.31335786332554
5,54,1650.1489343016217,1.1284072304304615,50.17032772766682
6,61,1700.7111576486475,0.7972013849490267,62.40538575075721
7,58,1711.3863368367372,0.8905787937486664,49.496861693745544
8,45,1374.872627642365,0.7515322039296954,35.054789156603455
9,50,1371.4220504856173,0.8049732080710044,38.29196450132278
10,58,1627.4329978859078,0.9440948609348236,47.98102738304556
11,66,2022.1157713646178,1.4519453308303234,52.85277355166175
12,55,1525.8389324223997,0.8212656895161583,46.713904863356014
13,65,2018.393918253769,1.0960864493934661,56.71091571770023
14,51,1549.7632695863938,0.6570349922098586,41.67886491567282
15,59,1757.8816504975835,0.7242951075984152,54.218867333645406
16,55,1683.789693688149,1.1009985065320596,41.83752031108219
17,60,1619.7738424484887,0.9029629966648418,54.92410482040211
18,72,2236.444919456497,1.0233575075740227,70.55727944636969
19,57,1681.819777393839,0.819333465268901,48.586299703772006
20,77,2438.1047632888512,1.0149520811372401,73.01980935930844
