Cluster,Trees,Distance,Elevation,Turning
1,66,1822.3877945788724,0.5228086763499942,58.266329517932924
2,67,1864.4988658474804,0.43232528743893006,65.57444689296273
3,72,2438.935904550522,0.6640258030157788,65.59962469119775
4,75,2368.3544251744015,0.7840643913898546,66.4022416342701
5,64,1776.394869373317,0.5028175505922814,59.595979092423406
6,74,2280.4752090278525,0.5105434366499395,78.14025313448582
7,61,1837.017280942946,0.44505375303436345,49.67400681428607
8,57,1587.4269568306252,0.697849274948533,51.39687313918603
9,67,2073.549749875466,1.5614201432463641,57.61325236010797
10,56,1724.6981151269044,1.2432020746372956,49.45172547474946
11,73,2207.9401122689906,0.3564786998579166,58.261778903506844
12,72,2354.8059170981473,0.6491059856258143,67.1734361803047
13,79,2596.776159196035,0.7145049753816792,72.73609047118515
14,68,2137.135155091127,0.5310595235495583,71.92898265521929
15,78,2587.4140206049874,0.7886492107083907,70.10904692786184
