Cluster,Trees,Distance,Elevation,Turning
1,74,1337.3656645367666,0.5755122425681609,74.40922050207381
2,58,1022.6109309993064,0.5687955826550741,40.97716117515431
3,54,949.2078390230008,0.47277523435126767,49.16276336663026
4,71,1267.3467792695965,0.745191043833854,69.29799294902843
5,54,960.3258372809858,0.5761659464357436,47.183667205938576
6,61,1075.6112946856003,0.5372061801061108,59.779493229007215
7,58,1065.5821915939937,0.532196702352806,51.112542671043826
8,45,874.5107794831425,0.630878515394631,45.24305508433805
9,50,879.461849990109,0.4923757951809833,50.43887918006368
10,58,1048.9881082265294,0.6007318934223118,50.50464916941195
11,66,1194.7667653504243,0.9305460580188907,66.95906486298118
12,55,980.0290641090128,0.4852361367373721,53.613294107039046
13,65,1218.0763890682945,0.6771864442753053,59.71293800684254
14,51,897.6821074598604,0.37221111199523804,52.48725591285915
15,59,1068.9294146733575,0.5282290722618654,43.01974792484511
16,55,1000.5549336761405,0.6870836935273434,49.31572009811317
17,60,1085.5386362189558,0.6679221625498624,55.637621328954545
18,72,1287.9081967681755,0.6054540342190435,76.89661678410548
19,57,1001.7133630690824,0.49080978829584865,59.606029243715426
20,77,1379.8912484972495,0.579854119249136,82.6810569868989
