Cluster,Trees,Distance,Elevation,Turning
1,66,2080.6281672142363,0.5735682758839307,63.08600275849896
2,67,1816.8301777747968,0.47476153702065993,75.8068401984421
3,72,2286.1381543506586,0.5775745212716537,67.3444998417308
4,75,2347.74064989438,0.7427297418833305,71.17630681947313
5,64,1821.747096487065,0.5678554716326669,55.39959613977542
6,74,2332.3457362882145,0.5880415030644492,71.87674229137157
7,61,1964.438929538444,0.49680088317673743,47.60449105103667
8,57,1575.4469592904306,0.5484725118635847,51.94014086152033
9,67,1889.0624586853785,1.1850784283814253,61.81855940067383
10,56,1514.893981311778,0.8891683474635101,47.72749589929785
11,73,2114.8364550078954,0.4033274865935006,75.43505750542955
12,72,2164.8928633764795,0.5471727575215706,69.37936555271634
13,79,2552.524213992872,0.7798947840239876,80.33546220625944
14,68,2173.7061402237428,0.5096994007040649,66.64247684718059
15,78,2387.2310887117587,0.7058261945460185,80.08310343021556
