Cluster,Trees,Distance,Elevation,Turning
1,66,2087.40161150865,0.5895401509280678,53.12453214853237
2,67,1723.3916175636853,0.38354086062150294,59.29647840748888
3,72,2039.1386274516685,0.5714536617465882,76.4705917118945
4,75,2447.4723974747044,0.7744047373151552,71.45670735598597
5,64,2024.0079476573542,0.561535165282125,58.43647151423652
6,74,2258.203017181975,0.5886503013084123,81.09999318824201
7,61,1784.5913764516872,0.4287785070411889,56.450947624996076
8,57,1726.225217286292,0.6933185272539593,60.09702715058998
9,67,1900.4061155143265,1.2255610106578292,60.67245268597669
10,56,1508.8212453468857,1.043207465484329,47.65796304430347
11,73,2103.6746138896583,0.3961382494459862,71.94587251836307
12,72,2130.159069830316,0.4752532846703392,64.22668154104447
13,79,2247.324402570998,0.5892328934807338,69.79699416748784
14,68,1876.525111557787,0.3678824857516041,63.09227822126018
15,78,2409.618880606141,0.6536425960934746,68.58563395558804
