Cluster,Trees,Distance,Elevation,Turning
1,66,1180.3386885592247,0.3395656857298608,67.05363445142041
2,67,1212.5172398235566,0.32081695030728064,63.05936124523864
3,72,1287.8068691234112,0.3730120575544902,72.36265284469931
4,75,1336.9567848942195,0.41606596101449256,73.19679455090535
5,64,1155.5584981432507,0.32059170044646557,68.07192108478753
6,74,1348.5166701442677,0.29047798546364945,79.22480511061725
7,61,1118.4578286736928,0.22836690583335617,58.76158195650358
8,57,1029.1395274059137,0.3923388917882935,51.40744767393875
9,67,1181.1014453695875,0.8350756747977481,63.22015559543773
10,56,989.7680489348922,0.6243239718092397,59.5559794021668
11,73,1319.6239914301968,0.27912505384656683,74.506184484504
12,72,1271.244489287245,0.3155390138599454,72.40562911335905
13,79,1441.2294334030944,0.4352509888327951,74.5438112809198
14,68,1229.8054490989657,0.29546870092195476,69.63109789721214
15,78,1381.1030549548907,0.46128489372077475,77.52197140159882
