Cluster,Trees,Distance,Elevation,Turning
1,66,1181.031544142314,0.3664617000862851,66.5567289077451
2,67,1216.0559519800188,0.2689904821118585,61.070277781919216
3,72,1303.406459099649,0.3993113429122346,77.5202218120821
4,75,1366.30147652636,0.48973507400863525,71.34913052530835
5,64,1185.5809937622046,0.38787820349953783,65.15169420770725
6,74,1315.4198482308227,0.328713335376996,84.63168387760112
7,61,1094.4994114456658,0.25146008063215497,68.90816492695356
8,57,1056.2155388934498,0.42391114809718466,53.49929375680412
9,67,1178.7776860335498,0.9194581853529602,56.887633359791366
10,56,1001.6279241955791,0.765035589414687,52.72279286248511
11,73,1301.7581909998853,0.2542491080399323,79.58861189451004
12,72,1303.0917735896396,0.300348595684488,72.06398084412429
13,79,1403.8303894063101,0.4229675055372297,75.62750580883873
14,68,1216.1592006977937,0.3324569342512369,50.43511824403858
15,78,1391.7521558386638,0.43422942530275144,80.66168472829791
