Cluster,Trees,Distance,Turning,Elevation
1,65,219456.59476406095,90.33927854429625,27.817206285668213
2,65,133137.6719755308,90.44528327491449,27.026531051063877
3,62,192018.05390714132,93.1226795470116,27.044812196403285
4,65,168275.64031131854,96.41984057413822,26.942064773458917
5,60,145009.67994811354,93.85613152166496,26.963241804843186
6,67,197180.63471452383,103.2230975719076,26.814254202503115
7,71,225515.45284544607,104.98442317523492,26.812031188606674
8,67,181064.12907977425,94.67554144569463,27.294204596524317
9,68,217034.93153942598,98.07209729491169,26.950905134845765
10,62,170244.47573114885,94.96351595761041,26.96133997210918
11,73,248028.43005774793,101.13584450694206,27.878717498751342
12,61,173557.97362268312,88.38689766609359,27.042395750436683
13,70,144878.95392018216,90.32081039848765,27.221741631488335
14,73,236250.45992314216,109.77451877577774,26.72132031578409
15,65,186173.48955132082,105.6421918902534,26.83813071247519
16,64,160646.00618591963,103.88749241054435,27.02710848512163
