Cluster,Trees,Distance,Elevation,Turning
1,66,1903.065725511802,0.6269952243045385,60.400963046136226
2,67,1957.0717147795126,0.4930596887470191,55.87090700171242
3,72,2180.805137673516,0.5470565110594059,69.16537901592756
4,75,2374.23885298891,0.6975974457760614,70.45534807588719
5,64,1859.0850763510741,0.5482892966509727,53.610158227948055
6,74,2145.564041767589,0.5957287438720087,69.28205783781904
7,61,1739.1054473231868,0.441129339508775,54.364435979921936
8,57,1555.7123127364475,0.6460029899799249,49.84256632745849
9,67,2118.4946478116362,1.4339873405890575,59.84347685545378
10,56,1731.3483069880353,1.1951233199677134,54.81337503063656
11,73,2296.6359705103678,0.41819971203890205,61.081008553674955
12,72,2148.8030663428062,0.5029448488125663,64.20093258746901
13,79,2671.1626095034326,0.777951010306996,73.00905771008468
14,68,2062.1831454174,0.4532993276682262,59.22385334357192
15,78,2552.81209811586,0.8150517615724642,74.50470878260614
