Cluster,Trees,Distance,Elevation,Turning
1,74,2127.0335368982614,1.0814277923234012,72.77900769969213
2,58,1725.7525766770736,0.7725070969231993,53.12982659223111
3,54,1549.2389602273377,0.6780067066116011,43.630165093103514
4,71,2130.8060116739466,1.0556175012265694,60.680949258566
5,54,1499.7972073198705,1.0761251457436742,45.938229453783364
6,61,1789.3210430570916,0.9331917446415048,50.555609320138494
7,58,1810.7221394796948,0.8695289087797455,52.03614625773042
8,45,1335.289599574564,0.955273796696666,38.72891986801986
9,50,1309.3947522271926,0.8096507397671857,36.75962668488232
10,58,1671.7557353108527,1.0556719958838432,51.78844594253878
11,66,2022.0127729303097,1.4740331308232903,61.35905700598161
12,55,1430.8067347727313,0.7031892803577318,52.223892431545444
13,65,1939.1683000106211,1.0606358264201088,60.9390159174335
14,51,1422.6124121350504,0.6124169015341216,46.30441366067315
15,59,1707.1775374250124,0.699333209209783,58.07078155316508
16,55,1716.7255704830197,1.3042072572910879,42.39821108925714
17,60,1708.5147146321397,0.9774309478937493,60.47477241317044
18,72,2152.2400456195833,0.9832467596837091,73.26434738685974
19,57,1650.6646736972993,0.6885988369223135,44.84269682818624
20,77,2355.850283743589,0.8019342050632279,68.04630879784429
