Cluster,Trees,Distance,Elevation,Turning
1,66,1896.8543289094885,0.5786449978188184,64.60347030168151
2,67,1931.944404965723,0.5209176103717414,59.44382914646378
3,72,2323.062891332354,0.5930695637679868,60.215505644714874
4,75,2033.141154827096,0.6252642368509349,74.7991684240695
5,64,1881.3229387321248,0.583955216605867,60.006573819661476
6,74,2464.102241111904,0.5574122285935132,75.49176430161566
7,61,1775.9168615499354,0.4175255301069303,56.139589000305655
8,57,1529.0069483837676,0.585512730061355,49.184279162947625
9,67,1927.8910463650589,1.3267038254180736,62.68179022868494
10,56,1562.181103398235,1.1056875065201375,52.14679533744528
11,73,2071.3005006960852,0.47000432434802164,71.73354661549627
12,72,2234.6072002591823,0.601898804474791,61.50056976431016
13,79,2438.902836816341,0.6917248640240601,63.86246430161554
14,68,2107.7150271766045,0.46754717094026077,62.48228809563001
15,78,2272.015684204334,0.5980886082548,78.01935974910356
