Cluster,Trees,Distance,Turning,Elevation
1,65,229995.30736347078,88.45928453276584,27.85932582801253
2,65,149207.95258975873,93.88564202645686,27.130940354157097
3,62,176639.6776080332,94.14612318226824,26.88214241182989
4,65,175488.32191191858,91.67877300177615,26.997358905195256
5,60,161347.04822908985,93.02341378796748,27.0482521573716
6,67,187567.53773673487,93.17466955001497,26.782208609735534
7,71,237142.40150374308,97.64755317869157,26.88106231482808
8,67,159474.8482886174,89.894162219964,27.205087552024814
9,68,230947.82960954314,109.55193836697455,26.879302905488014
10,62,147721.95759409782,98.7333967356087,26.91972787878587
11,73,278335.5876170595,118.11854406556103,28.39964460259005
12,61,176393.0431443239,76.18256321926775,27.00646766162484
13,70,174027.2435202868,99.6172994313054,27.359927814784506
14,73,239286.52646255516,104.02610336354117,26.73781458798306
15,65,186551.5642396565,98.67860487499141,26.991844797224473
16,64,150214.25800035827,88.8758214746667,27.08537330859749
