Cluster,Trees,Distance,Elevation,Turning
1,66,1207.9551166972208,0.3366910586190759,65.12807890893795
2,67,1233.749573576427,0.2905708818605479,71.20418055343012
3,72,1323.1113324561436,0.3883037750887972,68.27437221990206
4,75,1329.7455100188029,0.426299905794135,71.58690836786694
5,64,1177.5844605710608,0.32013027711366426,56.783524222190934
6,74,1336.1141278841467,0.33299901931952647,75.38057677441316
7,61,1173.0586327432306,0.27732487052339927,54.40025678522746
8,57,1010.6729082363547,0.43864136041051616,61.639779736437816
9,67,1195.1995488361392,0.755971129481674,65.44263045830303
10,56,993.0122653253957,0.7259735190531238,58.256592693125924
11,73,1303.0316163835118,0.25580237465795364,73.53141818784815
12,72,1321.5306925829782,0.3281927795383357,66.19838030708243
13,79,1426.3360640626865,0.4545997558036632,70.4793474377158
14,68,1245.6346641728792,0.30590747981482735,61.785351678238925
15,78,1396.7526822719428,0.38180808144439204,74.44441216307543
