Cluster,Trees,Distance,Turning,Elevation
1,74,2669.0002578154526,105.47618630705938,0.785277130355853
2,58,1519.5351338499106,66.98370269939002,0.5939917598137399
3,54,1524.714936194555,63.20755246130732,0.5350235192700659
4,71,2215.3828936957652,92.18508775352693,1.124373289440948
5,54,1244.940975833662,78.85711366659028,0.5802090202982662
6,61,1761.6338006809108,78.27277976630037,0.6295301235025832
7,58,1777.3277662609437,89.43632005291975,0.6614814386546399
8,45,1090.8069745930416,62.68959891737714,0.5918707807417078
9,50,1125.4470909401864,70.50646793531835,0.3657362440875964
10,58,1558.9219440646386,81.86594225642831,0.6025789003383313
11,66,1988.2675564329718,96.20343861003893,1.0143321242583028
12,55,1334.394329458131,74.69340433187278,0.4654292357059493
13,65,1916.7965467775753,89.79047224828527,0.7509244806445334
14,51,1229.041617501197,68.71478970708813,0.368847056076806
15,59,1697.5230494523798,78.02780406996573,0.5131731646625965
16,55,1282.74082959465,83.73818624037828,0.7165550125638251
17,60,1591.770618603225,67.63058464014193,0.5111784508615234
18,72,2510.6744159565787,84.92913735097305,0.9820107338813351
19,57,1454.6421741944605,83.45238575647711,0.47822409636814456
20,77,2837.4189619425324,77.49948218876494,0.7616531082094067
