Cluster,Trees,Distance,Turning,Elevation
1,66,131820.2095449407,43.74675132155159,32.772023515638935
2,70,189983.1924400749,57.510352639469716,32.69182804714055
3,67,209610.4665881311,57.001723801392856,32.75692975306279
4,75,223135.09698670986,48.158640198973096,32.82898733906616
5,72,198016.4917732262,62.4576350012323,32.83713791398514
6,74,201660.86126549542,42.86555926824931,32.72477499290103
7,65,189582.02033808408,44.50699978873104,32.48013201762607
8,59,224805.4443934771,38.35811672271441,32.486618309019406
9,71,248572.518766134,47.83545588581214,32.43656750502291
10,63,231440.8532221351,45.02438745384271,32.63851175235025
11,77,229962.34178508117,48.95348404359382,32.39293049645767
12,81,201601.83762519603,59.21983159592973,33.0147332699486
13,74,217261.11900307587,48.888017277882575,32.795766477711325
14,67,219515.45702311292,36.73867370403448,32.43624404672272
15,77,213487.0438955232,51.00801274820407,32.882825950892666
