Cluster,Trees,Distance,Turning,Elevation
1,60,213562.3684260144,45.66047660504112,32.41717874718475
2,67,168709.30819549898,51.59731924242107,32.78867889045512
3,63,181830.5977822861,43.1676503421877,32.61838692931495
4,60,137095.87906748324,35.20939737707681,32.79804773891793
5,59,196411.77169277845,38.43441401472565,33.08147007069511
6,64,201477.02271555967,40.90396288131221,32.489531352828294
7,67,173313.47165472925,40.44547434640401,32.653880970050366
8,61,197275.82653727237,26.40077729428664,32.51453913391534
9,72,205582.87948501296,81.64783117511949,32.541049871392985
10,75,191946.05063077383,42.59529688362211,33.176549315357384
11,69,240900.34677601705,46.086523687643194,33.13964593655565
12,67,152280.40260696938,43.112062869729876,32.80605034353045
13,68,163571.8854914852,45.437416696429906,32.97333748654854
14,79,277848.37423228874,84.47149057824275,32.43303406077267
15,62,189490.10505937308,57.89094491866099,32.421087540598556
16,65,203008.7662168277,23.664797447939716,32.68229338837988
