Cluster,Trees,Distance,Turning,Elevation
1,66,1194.1870838465904,59.896308578646206,0.3293514589220816
2,67,1211.2967640486634,67.19758091701955,0.24305746202074907
3,72,1287.6875710333625,61.10163577261429,0.345406314266242
4,75,1344.4066728068021,74.6758011392963,0.42499600944264415
5,64,1183.9557896193744,56.262447350729296,0.34236205958635857
6,74,1323.1027801496205,68.56291353616385,0.2524208875016001
7,61,1088.255128986075,55.66670396644481,0.19375412982032536
8,57,1029.5815559782193,53.53137777906222,0.48589595512499706
9,67,1203.9654657405904,57.35122931104647,0.7410247472744462
10,56,1026.6867104265605,50.52042770675726,0.6527158047065456
11,73,1330.7869162048264,65.59149579866973,0.2719322533719648
12,72,1286.9645123752175,81.74035070919105,0.3273105771213505
13,79,1422.1023611970832,81.65357575064834,0.39648100631664107
14,68,1228.3827657734573,67.66478138492346,0.25910335021150743
15,78,1379.6839967846236,83.83927772571481,0.3785237264800134
